"type","prov","age","cause","kill","lci","uci"
"cons","Nueva Vizcaya","all","Other Causes",8.19177594107197,1.94460877653136,13.8631062435907
"uncons","Nueva Vizcaya","u18","Other Causes",0,0,0
"cons","Nueva Vizcaya","u18","Other Causes",0,0,0
"uncons","Quirino","all","Other Causes",0,0,0
"uncons","Quirino","u18","Other Causes",0,0,0
"cons","Quirino","all","Other Causes",0,0,0
"cons","Quirino","u18","Other Causes",0,0,0
"uncons","Bataan","all","Other Causes",84.2073777658322,16.9560166683829,150.757492624007
"cons","Bataan","all","Other Causes",31.1435224800332,6.44332451971183,56.4225625342492
"uncons","Bataan","u18","Other Causes",222.40771288453,113.725457022636,312.632008356504
"cons","Bataan","u18","Other Causes",0,0,0
"uncons","Bulacan","all","Other Causes",0,0,0
"uncons","Bulacan","u18","Other Causes",0,0,0
"cons","Bulacan","all","Other Causes",0,0,0
"cons","Bulacan","u18","Other Causes",0,0,0
"uncons","Nueva Ecija","all","Other Causes",0,0,0
"uncons","Nueva Ecija","u18","Other Causes",0,0,0
"cons","Nueva Ecija","all","Other Causes",0,0,0
"cons","Nueva Ecija","u18","Other Causes",0,0,0
"uncons","Pampanga","all","Other Causes",1850.21873573997,1006.60321969804,2642.54334585466
"cons","Pampanga","all","Other Causes",483.982089156192,282.506731160887,684.930793787165
"uncons","Pampanga","u18","Other Causes",0,0,0
"cons","Pampanga","u18","Other Causes",0,0,0
"uncons","Tarlac","all","Other Causes",0,0,0
"uncons","Tarlac","u18","Other Causes",0,0,0
"cons","Tarlac","all","Other Causes",0,0,0
"cons","Tarlac","u18","Other Causes",0,0,0
"uncons","Zambales","all","Other Causes",0,0,0
"uncons","Zambales","u18","Other Causes",0,0,0
"cons","Zambales","all","Other Causes",0,0,0
"cons","Zambales","u18","Other Causes",0,0,0
"uncons","Batangas","all","Other Causes",802.854699416577,244.022793316321,1319.64409647944
"cons","Batangas","all","Other Causes",288.809436541028,118.728619213055,451.440044615528
"uncons","Batangas","u18","Other Causes",0,0,0
"cons","Batangas","u18","Other Causes",0,0,0
"uncons","Cavite","all","Other Causes",0,0,0
"uncons","Cavite","u18","Other Causes",0,0,0
"cons","Cavite","all","Other Causes",0,0,0
"cons","Cavite","u18","Other Causes",0,0,0
"uncons","Laguna","all","Other Causes",0,0,0
"uncons","Laguna","u18","Other Causes",0,0,0
"cons","Laguna","all","Other Causes",0,0,0
"cons","Laguna","u18","Other Causes",0,0,0
"uncons","Quezon","all","Other Causes",0,0,0
"uncons","Quezon","u18","Other Causes",0,0,0
"cons","Quezon","all","Other Causes",0,0,0
"cons","Quezon","u18","Other Causes",0,0,0
"uncons","Rizal","all","Other Causes",0,0,0
"uncons","Rizal","u18","Other Causes",0,0,0
"cons","Rizal","all","Other Causes",0,0,0
"cons","Rizal","u18","Other Causes",0,0,0
"uncons","Albay","all","Other Causes",1216.69157511438,550.824070524886,1851.81053621069
"cons","Albay","all","Other Causes",531.360804892699,239.898718947705,810.198046913182
"uncons","Albay","u18","Other Causes",74.5741810598514,28.7575690988014,116.889968052835
"cons","Albay","u18","Other Causes",66.8251556082612,27.1244454584339,103.699996330618
"uncons","Camarines Norte","all","Other Causes",0,0,0
"uncons","Camarines Norte","u18","Other Causes",0,0,0
"cons","Camarines Norte","all","Other Causes",0,0,0
"cons","Camarines Norte","u18","Other Causes",0,0,0
"uncons","Camarines Sur","all","Other Causes",861.568195586584,330.807144533174,1349.88398340598
"cons","Camarines Sur","all","Other Causes",137.335606628038,44.6583350949545,224.410664797914
"uncons","Camarines Sur","u18","Other Causes",75.342171960555,36.3010958869386,109.110625287907
"cons","Camarines Sur","u18","Other Causes",0,0,0
"uncons","Catanduanes","all","Other Causes",0,0,0
"uncons","Catanduanes","u18","Other Causes",0,0,0
"cons","Catanduanes","all","Other Causes",0,0,0
"cons","Catanduanes","u18","Other Causes",0,0,0
"uncons","Masbate","all","Other Causes",445.628682743321,168.228875822356,691.623793123001
"cons","Masbate","all","Other Causes",53.2338570422234,28.3798779761781,76.7244579076075
"uncons","Masbate","u18","Other Causes",165.915877478564,59.6370255865084,252.695677996147
"cons","Masbate","u18","Other Causes",5.35249724836533,0.442743052553846,9.37992192092824
"uncons","Sorsogon","all","Other Causes",0,0,0
"uncons","Sorsogon","u18","Other Causes",0,0,0
"cons","Sorsogon","all","Other Causes",0,0,0
"cons","Sorsogon","u18","Other Causes",0,0,0
"uncons","Aklan","all","Other Causes",0,0,0
"uncons","Aklan","u18","Other Causes",0,0,0
"cons","Aklan","all","Other Causes",0,0,0
"cons","Aklan","u18","Other Causes",0,0,0
"uncons","Antique","all","Other Causes",0,0,0
"uncons","Antique","u18","Other Causes",0,0,0
"cons","Antique","all","Other Causes",0,0,0
"cons","Antique","u18","Other Causes",0,0,0
"uncons","Capiz","all","Other Causes",0,0,0
"uncons","Capiz","u18","Other Causes",0,0,0
"cons","Capiz","all","Other Causes",0,0,0
"cons","Capiz","u18","Other Causes",0,0,0
"uncons","Iloilo","all","Other Causes",0,0,0
"uncons","Iloilo","u18","Other Causes",0,0,0
"cons","Iloilo","all","Other Causes",0,0,0
"cons","Iloilo","u18","Other Causes",0,0,0
"uncons","Negros Occidental","all","Other Causes",550.269389278409,186.867930286792,915.562297776833
"cons","Negros Occidental","all","Other Causes",35.488584376959,13.2753131850851,58.4160430084877
"uncons","Negros Occidental","u18","Other Causes",27.2679066454909,2.0221610744428,50.0633800840384
"cons","Negros Occidental","u18","Other Causes",0,0,0
"uncons","Guimaras","all","Other Causes",0,0,0
"uncons","Guimaras","u18","Other Causes",0,0,0
"cons","Guimaras","all","Other Causes",0,0,0
"cons","Guimaras","u18","Other Causes",0,0,0
"uncons","Bohol","all","Other Causes",0,0,0
"uncons","Bohol","u18","Other Causes",0,0,0
"cons","Bohol","all","Other Causes",0,0,0
"cons","Bohol","u18","Other Causes",0,0,0
"uncons","Cebu","all","Other Causes",284.357818671094,49.7792165800806,502.872549427666
"cons","Cebu","all","Other Causes",233.537528148471,48.0860904127378,406.227101711978
"uncons","Cebu","u18","Other Causes",0,0,0
"cons","Cebu","u18","Other Causes",0,0,0
"uncons","Negros Oriental","all","Other Causes",570.681225405359,216.703876964222,912.234772695902
"cons","Negros Oriental","all","Other Causes",356.480619340292,170.205438225465,540.389288178531
"uncons","Negros Oriental","u18","Other Causes",17.6470749700129,2.07188184615339,30.2237958294454
"cons","Negros Oriental","u18","Other Causes",9.16723756896298,1.55404612697782,15.7795838127899
"uncons","Siquijor","all","Other Causes",0,0,0
"uncons","Siquijor","u18","Other Causes",0,0,0
"cons","Siquijor","all","Other Causes",0,0,0
"cons","Siquijor","u18","Other Causes",0,0,0
"uncons","Leyte","all","Other Causes",0,0,0
"uncons","Leyte","u18","Other Causes",0,0,0
"cons","Leyte","all","Other Causes",0,0,0
"cons","Leyte","u18","Other Causes",0,0,0
"uncons","Northern Samar","all","Other Causes",0,0,0
"uncons","Northern Samar","u18","Other Causes",0,0,0
"cons","Northern Samar","all","Other Causes",0,0,0
"cons","Northern Samar","u18","Other Causes",0,0,0
"uncons","Samar","all","Other Causes",615.54831471957,264.741585739174,935.018652490995
"cons","Samar","all","Other Causes",22.4229936402399,1.89998455345269,41.7820846818715
"uncons","Samar","u18","Other Causes",0,0,0
"cons","Samar","u18","Other Causes",0,0,0
"uncons","Southern Leyte","all","Other Causes",0,0,0
"uncons","Southern Leyte","u18","Other Causes",0,0,0
"cons","Southern Leyte","all","Other Causes",0,0,0
"cons","Southern Leyte","u18","Other Causes",0,0,0
"uncons","Zamboanga del Norte","all","Other Causes",982.800501787807,473.201557409158,1459.60441102483
"cons","Zamboanga del Norte","all","Other Causes",125.495082420717,51.3413592061435,195.828925877526
"uncons","Zamboanga del Norte","u18","Other Causes",0,0,0
"cons","Zamboanga del Norte","u18","Other Causes",0,0,0
"uncons","Zamboanga del Sur","all","Other Causes",1217.93054567082,558.640138849232,1832.35670175069
"cons","Zamboanga del Sur","all","Other Causes",25.6230055905455,11.4419466217744,38.4742929075572
"uncons","Zamboanga del Sur","u18","Other Causes",0,0,0
"cons","Zamboanga del Sur","u18","Other Causes",0,0,0
"uncons","Zamboanga Sibugay","all","Other Causes",0,0,0
"uncons","Zamboanga Sibugay","u18","Other Causes",0,0,0
"cons","Zamboanga Sibugay","all","Other Causes",0,0,0
"cons","Zamboanga Sibugay","u18","Other Causes",0,0,0
"uncons","Bukidnon","all","Other Causes",0,0,0
"uncons","Bukidnon","u18","Other Causes",0,0,0
"cons","Bukidnon","all","Other Causes",0,0,0
"cons","Bukidnon","u18","Other Causes",0,0,0
"uncons","Lanao del Norte","all","Other Causes",0,0,0
"uncons","Lanao del Norte","u18","Other Causes",0,0,0
"cons","Lanao del Norte","all","Other Causes",0,0,0
"cons","Lanao del Norte","u18","Other Causes",0,0,0
"uncons","Misamis Occidental","all","Other Causes",1127.74367954178,553.700804579101,1670.87006257422
"cons","Misamis Occidental","all","Other Causes",82.6882380013487,32.3032389233816,131.132451747085
"uncons","Misamis Occidental","u18","Other Causes",147.420725553892,44.1071471368807,234.296508375844
"cons","Misamis Occidental","u18","Other Causes",9.379972326453,1.30815419023464,16.1162965509496
"uncons","Misamis Oriental","all","Other Causes",1206.0740682657,299.429275973031,2035.21123086689
"cons","Misamis Oriental","all","Other Causes",107.02725659217,26.5138363729857,181.542163997706
"uncons","Misamis Oriental","u18","Other Causes",0,0,0
"cons","Misamis Oriental","u18","Other Causes",0,0,0
"uncons","Davao del Norte","all","Other Causes",1883.99523266621,1202.98457883328,2526.37500293579
"cons","Davao del Norte","all","Other Causes",208.73141686697,78.6367910013773,330.675852679097
"uncons","Davao del Norte","u18","Other Causes",27.3452434440858,4.0020840154798,48.3078643725899
"cons","Davao del Norte","u18","Other Causes",0,0,0
"uncons","Davao del Sur","all","Other Causes",732.103880453657,363.201451080432,1084.87403269659
"cons","Davao del Sur","all","Other Causes",143.22965960787,86.002481773962,199.398930059853
"uncons","Davao del Sur","u18","Other Causes",370.811777030923,146.941848406937,575.570706912723
"cons","Davao del Sur","u18","Other Causes",0,0,0
"uncons","Davao Oriental","all","Other Causes",0,0,0
"uncons","Davao Oriental","u18","Other Causes",0,0,0
"cons","Davao Oriental","all","Other Causes",0,0,0
"cons","Davao Oriental","u18","Other Causes",0,0,0
"uncons","Compostela Valley","all","Other Causes",64.2827760292952,9.73492522827303,111.284227096737
"cons","Compostela Valley","all","Other Causes",64.2827760292952,9.73492522827303,111.284227096737
"uncons","Compostela Valley","u18","Other Causes",0,0,0
"cons","Compostela Valley","u18","Other Causes",0,0,0
"uncons","Cotabato","all","Other Causes",384.253838564041,241.263765623403,519.915059984792
"cons","Cotabato","all","Other Causes",384.253838564041,241.263765623403,519.915059984792
"uncons","Cotabato","u18","Other Causes",14.9861144703025,3.27460297371101,24.6981913095899
"cons","Cotabato","u18","Other Causes",14.9861144703025,3.27460297371101,24.6981913095899
"uncons","South Cotabato","all","Other Causes",568.985100948382,224.189543194399,895.947882461504
"cons","South Cotabato","all","Other Causes",111.57112014526,38.855070042881,180.672274363466
"uncons","South Cotabato","u18","Other Causes",49.7434902933042,16.4570941981619,79.9525345535334
"cons","South Cotabato","u18","Other Causes",0,0,0
"uncons","Sultan Kudarat","all","Other Causes",1248.45464732139,813.311852088561,1653.96861588443
"cons","Sultan Kudarat","all","Other Causes",426.219167236564,252.359550719461,586.224572286706
"uncons","Sultan Kudarat","u18","Other Causes",16.9699866996301,2.93219448561118,27.3607766870457
"cons","Sultan Kudarat","u18","Other Causes",16.9699866996301,2.93219448561118,27.3607766870457
"uncons","Sarangani","all","Other Causes",0,0,0
"uncons","Sarangani","u18","Other Causes",0,0,0
"cons","Sarangani","all","Other Causes",0,0,0
"cons","Sarangani","u18","Other Causes",0,0,0
"uncons","National Capital Region","all","Other Causes",3065.4060121685,1129.52515807632,4870.765704109
"cons","National Capital Region","all","Other Causes",796.355870229454,287.826844988121,1278.28915920404
"uncons","National Capital Region","u18","Other Causes",0,0,0
"cons","National Capital Region","u18","Other Causes",0,0,0
"uncons","Abra","all","Other Causes",0,0,0
"uncons","Abra","u18","Other Causes",0,0,0
"cons","Abra","all","Other Causes",0,0,0
"cons","Abra","u18","Other Causes",0,0,0
"uncons","Benguet","all","Other Causes",732.714188651738,401.280801353001,1047.90671373611
"cons","Benguet","all","Other Causes",6.33043451895581,3.67460049134454,8.98381806571099
"uncons","Benguet","u18","Other Causes",0,0,0
"cons","Benguet","u18","Other Causes",0,0,0
"uncons","Ifugao","all","Other Causes",0,0,0
"uncons","Ifugao","u18","Other Causes",0,0,0
"cons","Ifugao","all","Other Causes",0,0,0
"cons","Ifugao","u18","Other Causes",0,0,0
"uncons","Kalinga","all","Other Causes",0,0,0
"uncons","Kalinga","u18","Other Causes",0,0,0
"cons","Kalinga","all","Other Causes",0,0,0
"cons","Kalinga","u18","Other Causes",0,0,0
"uncons","Apayao","all","Other Causes",0,0,0
"uncons","Apayao","u18","Other Causes",0,0,0
"cons","Apayao","all","Other Causes",0,0,0
"cons","Apayao","u18","Other Causes",0,0,0
"uncons","Agusan del Norte","all","Other Causes",188.657790509609,59.5435396362816,307.381326065984
"cons","Agusan del Norte","all","Other Causes",82.2582130333606,27.4097996326538,138.971444643835
"uncons","Agusan del Norte","u18","Other Causes",29.2138111272376,3.97156033408384,48.2159753421517
"cons","Agusan del Norte","u18","Other Causes",4.73714249874186,0.368238561425896,8.04466356975496
"uncons","Agusan del Sur","all","Other Causes",787.56418151499,375.6760595006,1150.44560149225
"cons","Agusan del Sur","all","Other Causes",98.7154629923033,37.9330929713974,149.783241427426
"uncons","Agusan del Sur","u18","Other Causes",26.0487914021807,2.56386614483288,44.3252427657354
"cons","Agusan del Sur","u18","Other Causes",0,0,0
"uncons","Surigao del Norte","all","Other Causes",349.653214389616,87.2237639979671,591.976578566978
"cons","Surigao del Norte","all","Other Causes",33.530208946485,8.71403161770733,56.9711010880465
"uncons","Surigao del Norte","u18","Other Causes",16.859403320922,3.7440668287795,27.638068794055
"cons","Surigao del Norte","u18","Other Causes",0,0,0
"uncons","Surigao del Sur","all","Other Causes",752.754769183549,397.639463835639,1081.7060737585
"cons","Surigao del Sur","all","Other Causes",3.93775822244723,1.11568299060779,6.42827512979422
"uncons","Surigao del Sur","u18","Other Causes",36.9356242160062,10.8938990375497,57.8868046818541
"cons","Surigao del Sur","u18","Other Causes",0,0,0
"uncons","Occidental Mindoro","all","Other Causes",0,0,0
"uncons","Occidental Mindoro","u18","Other Causes",0,0,0
"cons","Occidental Mindoro","all","Other Causes",0,0,0
"cons","Occidental Mindoro","u18","Other Causes",0,0,0
"uncons","Oriental Mindoro","all","Other Causes",186.00111087428,48.3817489443396,320.674717300403
"cons","Oriental Mindoro","all","Other Causes",25.6845946578851,6.85743106188073,44.512319486797
"uncons","Oriental Mindoro","u18","Other Causes",0,0,0
"cons","Oriental Mindoro","u18","Other Causes",0,0,0
"uncons","Palawan","all","Other Causes",0,0,0
"uncons","Palawan","u18","Other Causes",0,0,0
"cons","Palawan","all","Other Causes",0,0,0
"cons","Palawan","u18","Other Causes",0,0,0
