"prov","type","signif_week"
"Bulacan","Hypertension","2016-42"
"Bulacan","Hypertension","2016-43"
"Bulacan","Hypertension","2016-44"
"Bulacan","Hypertension","2016-45"
"Bulacan","Hypertension","2016-46"
"Bulacan","Hypertension","2016-47"
"Bulacan","Hypertension","2016-48"
"Bulacan","Hypertension","2016-49"
"Bulacan","Hypertension","2016-50"
"Bulacan","Hypertension","2016-51"
"Bulacan","Hypertension","2016-52"
"Bulacan","Hypertension","2017-01"
"Bulacan","Hypertension","2017-02"
"Nueva Ecija","Hypertension","2016-19"
"Nueva Ecija","Hypertension","2016-20"
"Nueva Ecija","Hypertension","2016-21"
"Nueva Ecija","Hypertension","2016-22"
"Nueva Ecija","Hypertension","2016-23"
"Nueva Ecija","Hypertension","2016-24"
"Nueva Ecija","Hypertension","2016-25"
"Nueva Ecija","Hypertension","2016-26"
"Nueva Ecija","Hypertension","2016-27"
"Pampanga","Hypertension","2016-19"
"Pampanga","Hypertension","2016-20"
"Pampanga","Hypertension","2016-21"
"Pampanga","Hypertension","2016-22"
"Pampanga","Hypertension","2016-23"
"Pampanga","Hypertension","2016-24"
"Pampanga","Hypertension","2016-25"
"Pampanga","Hypertension","2016-26"
"Pampanga","Hypertension","2016-27"
"Pampanga","Hypertension","2016-28"
"Pampanga","Hypertension","2016-29"
"Pampanga","Hypertension","2016-30"
"Pampanga","Hypertension","2016-31"
"Tarlac","Hypertension","2016-19"
"Tarlac","Hypertension","2016-20"
"Tarlac","Hypertension","2016-21"
"Tarlac","Hypertension","2016-22"
"Tarlac","Hypertension","2016-23"
"Tarlac","Hypertension","2016-24"
"Tarlac","Hypertension","2016-25"
"Tarlac","Hypertension","2016-26"
"Tarlac","Hypertension","2016-27"
"Tarlac","Hypertension","2016-28"
"Tarlac","Hypertension","2016-29"
"Tarlac","Hypertension","2016-30"
"Tarlac","Hypertension","2016-31"
"Tarlac","Hypertension","2016-32"
"Tarlac","Hypertension","2016-33"
"Tarlac","Hypertension","2016-34"
"Tarlac","Hypertension","2016-35"
"Tarlac","Hypertension","2016-36"
"Tarlac","Hypertension","2016-37"
"Tarlac","Hypertension","2016-38"
"Tarlac","Hypertension","2016-39"
"Tarlac","Hypertension","2016-40"
"Tarlac","Hypertension","2016-41"
"Tarlac","Hypertension","2016-42"
"Tarlac","Hypertension","2016-43"
"Tarlac","Hypertension","2016-44"
"Tarlac","Hypertension","2016-45"
"Tarlac","Hypertension","2016-46"
"Tarlac","Hypertension","2016-47"
"Tarlac","Hypertension","2016-48"
"Batangas","Hypertension","2016-27"
"Batangas","Hypertension","2016-28"
"Batangas","Hypertension","2016-29"
"Batangas","Hypertension","2016-30"
"Batangas","Hypertension","2016-31"
"Batangas","Hypertension","2016-32"
"Batangas","Hypertension","2016-33"
"Batangas","Hypertension","2016-34"
"Batangas","Hypertension","2016-35"
"Batangas","Hypertension","2016-36"
"Batangas","Hypertension","2016-37"
"Batangas","Hypertension","2016-38"
"Batangas","Hypertension","2016-39"
"Batangas","Hypertension","2016-40"
"Batangas","Hypertension","2016-41"
"Batangas","Hypertension","2016-42"
"Batangas","Hypertension","2016-43"
"Batangas","Hypertension","2016-44"
"Quezon","Hypertension","2016-19"
"Quezon","Hypertension","2016-20"
"Quezon","Hypertension","2016-21"
"Quezon","Hypertension","2016-22"
"Quezon","Hypertension","2016-23"
"Quezon","Hypertension","2016-24"
"Quezon","Hypertension","2016-25"
"Quezon","Hypertension","2016-26"
"Quezon","Hypertension","2016-27"
"Quezon","Hypertension","2016-28"
"Quezon","Hypertension","2016-29"
"Quezon","Hypertension","2016-30"
"Camarines Norte","Hypertension","2017-29"
"Camarines Sur","Hypertension","2016-31"
"Camarines Sur","Hypertension","2016-32"
"Camarines Sur","Hypertension","2016-33"
"Camarines Sur","Hypertension","2016-34"
"Camarines Sur","Hypertension","2016-35"
"Camarines Sur","Hypertension","2016-36"
"Camarines Sur","Hypertension","2016-37"
"Camarines Sur","Hypertension","2016-38"
"Camarines Sur","Hypertension","2016-39"
"Iloilo","Hypertension","2016-22"
"Iloilo","Hypertension","2016-29"
"Iloilo","Hypertension","2016-33"
"Iloilo","Hypertension","2016-34"
"Negros Occidental","Hypertension","2016-22"
"Negros Occidental","Hypertension","2016-30"
"Negros Occidental","Hypertension","2016-31"
"Negros Occidental","Hypertension","2016-32"
"Cebu","Hypertension","2016-19"
"Cebu","Hypertension","2016-20"
"Cebu","Hypertension","2016-21"
"Cebu","Hypertension","2016-22"
"Cebu","Hypertension","2016-23"
"Cebu","Hypertension","2016-24"
"Cebu","Hypertension","2016-25"
"Cebu","Hypertension","2016-26"
"Cebu","Hypertension","2016-27"
"Cebu","Hypertension","2016-28"
"Cebu","Hypertension","2016-29"
"Cebu","Hypertension","2016-30"
"Cebu","Hypertension","2016-31"
"Cebu","Hypertension","2016-32"
"Cebu","Hypertension","2016-33"
"Cebu","Hypertension","2016-34"
"Cebu","Hypertension","2016-35"
"Cebu","Hypertension","2016-36"
"Cebu","Hypertension","2016-37"
"Cebu","Hypertension","2016-38"
"Cebu","Hypertension","2016-39"
"Negros Oriental","Hypertension","2016-19"
"Negros Oriental","Hypertension","2016-20"
"Negros Oriental","Hypertension","2016-21"
"Negros Oriental","Hypertension","2016-22"
"Negros Oriental","Hypertension","2016-23"
"Negros Oriental","Hypertension","2016-24"
"Negros Oriental","Hypertension","2016-25"
"Negros Oriental","Hypertension","2016-26"
"Negros Oriental","Hypertension","2016-27"
"Negros Oriental","Hypertension","2016-28"
"Negros Oriental","Hypertension","2016-29"
"Negros Oriental","Hypertension","2016-30"
"Negros Oriental","Hypertension","2017-30"
"Negros Oriental","Hypertension","2017-31"
"Negros Oriental","Hypertension","2017-32"
"Negros Oriental","Hypertension","2017-33"
"Negros Oriental","Hypertension","2017-34"
"Negros Oriental","Hypertension","2017-35"
"Negros Oriental","Hypertension","2017-36"
"Negros Oriental","Hypertension","2017-37"
"Negros Oriental","Hypertension","2018-45"
"Negros Oriental","Hypertension","2018-46"
"Negros Oriental","Hypertension","2018-47"
"Negros Oriental","Hypertension","2018-48"
"Negros Oriental","Hypertension","2018-49"
"Negros Oriental","Hypertension","2018-50"
"Negros Oriental","Hypertension","2018-51"
"Negros Oriental","Hypertension","2018-52"
"Negros Oriental","Hypertension","2019-01"
"Southern Leyte","Hypertension","2017-37"
"Zamboanga del Norte","Hypertension","2016-19"
"Zamboanga del Norte","Hypertension","2016-20"
"Zamboanga del Norte","Hypertension","2016-21"
"Zamboanga del Norte","Hypertension","2016-22"
"Zamboanga del Norte","Hypertension","2016-23"
"Zamboanga del Norte","Hypertension","2016-24"
"Zamboanga del Norte","Hypertension","2016-25"
"Zamboanga del Norte","Hypertension","2016-26"
"Zamboanga del Norte","Hypertension","2016-27"
"Zamboanga del Norte","Hypertension","2016-28"
"Zamboanga del Norte","Hypertension","2016-29"
"Zamboanga del Norte","Hypertension","2016-30"
"Zamboanga del Norte","Hypertension","2016-31"
"Zamboanga del Norte","Hypertension","2016-32"
"Zamboanga del Norte","Hypertension","2016-33"
"Zamboanga del Norte","Hypertension","2016-34"
"Zamboanga del Norte","Hypertension","2016-35"
"Zamboanga del Norte","Hypertension","2016-36"
"Zamboanga del Norte","Hypertension","2016-37"
"Zamboanga del Sur","Hypertension","2016-27"
"Zamboanga del Sur","Hypertension","2016-28"
"Zamboanga del Sur","Hypertension","2016-30"
"Lanao del Norte","Hypertension","2016-23"
"Lanao del Norte","Hypertension","2016-24"
"Lanao del Norte","Hypertension","2016-25"
"Lanao del Norte","Hypertension","2016-26"
"Lanao del Norte","Hypertension","2016-27"
"Lanao del Norte","Hypertension","2016-28"
"Lanao del Norte","Hypertension","2016-29"
"Lanao del Norte","Hypertension","2016-30"
"Lanao del Norte","Hypertension","2016-31"
"Lanao del Norte","Hypertension","2016-32"
"Lanao del Norte","Hypertension","2016-33"
"Lanao del Norte","Hypertension","2016-34"
"Lanao del Norte","Hypertension","2016-35"
"Lanao del Norte","Hypertension","2016-36"
"Lanao del Norte","Hypertension","2016-37"
"Lanao del Norte","Hypertension","2016-38"
"Lanao del Norte","Hypertension","2016-39"
"Lanao del Norte","Hypertension","2016-40"
"Lanao del Norte","Hypertension","2016-41"
"Lanao del Norte","Hypertension","2016-42"
"Lanao del Norte","Hypertension","2016-43"
"Lanao del Norte","Hypertension","2016-44"
"Misamis Occidental","Hypertension","2016-19"
"Misamis Occidental","Hypertension","2016-20"
"Misamis Occidental","Hypertension","2016-21"
"Misamis Occidental","Hypertension","2016-22"
"Misamis Occidental","Hypertension","2016-23"
"Misamis Occidental","Hypertension","2016-24"
"Misamis Occidental","Hypertension","2016-25"
"Misamis Occidental","Hypertension","2016-26"
"Misamis Occidental","Hypertension","2016-27"
"Misamis Occidental","Hypertension","2016-28"
"Misamis Occidental","Hypertension","2016-29"
"Misamis Occidental","Hypertension","2016-30"
"Misamis Occidental","Hypertension","2016-31"
"Misamis Occidental","Hypertension","2016-32"
"Misamis Occidental","Hypertension","2016-33"
"Misamis Occidental","Hypertension","2016-34"
"Misamis Occidental","Hypertension","2016-35"
"Misamis Occidental","Hypertension","2016-36"
"Misamis Occidental","Hypertension","2016-37"
"Misamis Occidental","Hypertension","2016-38"
"Misamis Occidental","Hypertension","2016-39"
"Misamis Occidental","Hypertension","2016-40"
"Misamis Occidental","Hypertension","2016-41"
"Cotabato","Hypertension","2017-30"
"Cotabato","Hypertension","2017-31"
"Cotabato","Hypertension","2017-32"
"Cotabato","Hypertension","2017-33"
"Cotabato","Hypertension","2017-34"
"Cotabato","Hypertension","2017-35"
"Cotabato","Hypertension","2017-36"
"Cotabato","Hypertension","2017-37"
"Cotabato","Hypertension","2017-38"
"Cotabato","Hypertension","2017-39"
"Cotabato","Hypertension","2017-40"
"Cotabato","Hypertension","2017-41"
"Cotabato","Hypertension","2017-42"
"South Cotabato","Hypertension","2016-19"
"South Cotabato","Hypertension","2016-20"
"South Cotabato","Hypertension","2016-21"
"South Cotabato","Hypertension","2016-22"
"South Cotabato","Hypertension","2016-23"
"South Cotabato","Hypertension","2016-24"
"South Cotabato","Hypertension","2016-25"
"South Cotabato","Hypertension","2016-26"
"South Cotabato","Hypertension","2016-27"
"South Cotabato","Hypertension","2016-28"
"South Cotabato","Hypertension","2016-29"
"South Cotabato","Hypertension","2016-30"
"South Cotabato","Hypertension","2016-31"
"South Cotabato","Hypertension","2016-32"
"South Cotabato","Hypertension","2016-33"
"South Cotabato","Hypertension","2016-34"
"South Cotabato","Hypertension","2016-35"
"South Cotabato","Hypertension","2016-36"
"South Cotabato","Hypertension","2016-37"
"South Cotabato","Hypertension","2016-38"
"South Cotabato","Hypertension","2016-39"
"South Cotabato","Hypertension","2016-40"
"South Cotabato","Hypertension","2016-41"
"South Cotabato","Hypertension","2016-42"
"South Cotabato","Hypertension","2016-43"
"South Cotabato","Hypertension","2016-44"
"South Cotabato","Hypertension","2016-45"
"South Cotabato","Hypertension","2016-46"
"South Cotabato","Hypertension","2018-29"
"South Cotabato","Hypertension","2018-30"
"South Cotabato","Hypertension","2018-31"
"South Cotabato","Hypertension","2018-32"
"South Cotabato","Hypertension","2018-33"
"South Cotabato","Hypertension","2018-34"
"South Cotabato","Hypertension","2018-35"
"South Cotabato","Hypertension","2018-36"
"South Cotabato","Hypertension","2018-37"
"South Cotabato","Hypertension","2018-38"
"South Cotabato","Hypertension","2018-39"
"South Cotabato","Hypertension","2018-40"
"South Cotabato","Hypertension","2018-41"
"South Cotabato","Hypertension","2018-42"
"South Cotabato","Hypertension","2018-43"
"Sultan Kudarat","Hypertension","2016-42"
"Sultan Kudarat","Hypertension","2016-43"
"Sultan Kudarat","Hypertension","2016-44"
"Sultan Kudarat","Hypertension","2016-45"
"Sultan Kudarat","Hypertension","2016-46"
"Sultan Kudarat","Hypertension","2016-47"
"Sultan Kudarat","Hypertension","2016-48"
"Sultan Kudarat","Hypertension","2016-49"
"Sultan Kudarat","Hypertension","2016-50"
"Sultan Kudarat","Hypertension","2016-51"
"Sultan Kudarat","Hypertension","2016-52"
"Sultan Kudarat","Hypertension","2017-01"
"Sultan Kudarat","Hypertension","2017-02"
"Sarangani","Hypertension","2018-06"
"National Capital Region","Hypertension","2016-19"
"National Capital Region","Hypertension","2016-20"
"National Capital Region","Hypertension","2016-21"
"National Capital Region","Hypertension","2016-22"
"National Capital Region","Hypertension","2016-23"
"National Capital Region","Hypertension","2016-24"
"National Capital Region","Hypertension","2016-25"
"National Capital Region","Hypertension","2016-26"
"National Capital Region","Hypertension","2016-27"
"Benguet","Hypertension","2016-28"
"Benguet","Hypertension","2016-29"
"Benguet","Hypertension","2016-35"
"Benguet","Hypertension","2016-38"
"Benguet","Hypertension","2016-39"
"Benguet","Hypertension","2016-40"
"Surigao del Norte","Hypertension","2016-37"
"Surigao del Norte","Hypertension","2016-38"
"Surigao del Norte","Hypertension","2016-39"
"Surigao del Norte","Hypertension","2016-40"
"Surigao del Norte","Hypertension","2016-41"
"Surigao del Norte","Hypertension","2016-42"
"Surigao del Norte","Hypertension","2017-18"
"Surigao del Norte","Hypertension","2017-19"
"Surigao del Norte","Hypertension","2017-20"
"Surigao del Norte","Hypertension","2017-21"
"Surigao del Norte","Hypertension","2017-22"
"Ilocos Norte","Myocardial Infarction","2017-17"
"Ilocos Norte","Myocardial Infarction","2017-39"
"Ilocos Norte","Myocardial Infarction","2018-03"
"Ilocos Sur","Myocardial Infarction","2016-19"
"Ilocos Sur","Myocardial Infarction","2016-20"
"Ilocos Sur","Myocardial Infarction","2016-21"
"Ilocos Sur","Myocardial Infarction","2016-22"
"Ilocos Sur","Myocardial Infarction","2016-23"
"Ilocos Sur","Myocardial Infarction","2016-24"
"Ilocos Sur","Myocardial Infarction","2016-25"
"Ilocos Sur","Myocardial Infarction","2016-26"
"Ilocos Sur","Myocardial Infarction","2016-27"
"Ilocos Sur","Myocardial Infarction","2016-28"
"Ilocos Sur","Myocardial Infarction","2016-29"
"Ilocos Sur","Myocardial Infarction","2016-30"
"Ilocos Sur","Myocardial Infarction","2016-31"
"Ilocos Sur","Myocardial Infarction","2016-32"
"Ilocos Sur","Myocardial Infarction","2016-33"
"Ilocos Sur","Myocardial Infarction","2016-34"
"Ilocos Sur","Myocardial Infarction","2016-35"
"Ilocos Sur","Myocardial Infarction","2016-36"
"Ilocos Sur","Myocardial Infarction","2016-37"
"Ilocos Sur","Myocardial Infarction","2016-38"
"Ilocos Sur","Myocardial Infarction","2016-39"
"Ilocos Sur","Myocardial Infarction","2016-40"
"Ilocos Sur","Myocardial Infarction","2016-41"
"Ilocos Sur","Myocardial Infarction","2016-42"
"Ilocos Sur","Myocardial Infarction","2016-43"
"Ilocos Sur","Myocardial Infarction","2016-44"
"Ilocos Sur","Myocardial Infarction","2016-45"
"Ilocos Sur","Myocardial Infarction","2016-46"
"Ilocos Sur","Myocardial Infarction","2016-47"
"Ilocos Sur","Myocardial Infarction","2016-48"
"Ilocos Sur","Myocardial Infarction","2016-49"
"La Union","Myocardial Infarction","2016-33"
"La Union","Myocardial Infarction","2016-34"
"La Union","Myocardial Infarction","2016-35"
"La Union","Myocardial Infarction","2016-36"
"La Union","Myocardial Infarction","2016-37"
"La Union","Myocardial Infarction","2016-38"
"La Union","Myocardial Infarction","2016-39"
"La Union","Myocardial Infarction","2016-40"
"La Union","Myocardial Infarction","2016-41"
"La Union","Myocardial Infarction","2016-42"
"La Union","Myocardial Infarction","2016-43"
"La Union","Myocardial Infarction","2016-44"
"La Union","Myocardial Infarction","2016-45"
"La Union","Myocardial Infarction","2016-46"
"La Union","Myocardial Infarction","2016-47"
"La Union","Myocardial Infarction","2016-48"
"La Union","Myocardial Infarction","2016-49"
"La Union","Myocardial Infarction","2016-50"
"La Union","Myocardial Infarction","2016-51"
"La Union","Myocardial Infarction","2016-52"
"Pangasinan","Myocardial Infarction","2016-23"
"Pangasinan","Myocardial Infarction","2016-24"
"Pangasinan","Myocardial Infarction","2016-25"
"Pangasinan","Myocardial Infarction","2016-26"
"Pangasinan","Myocardial Infarction","2016-27"
"Pangasinan","Myocardial Infarction","2016-28"
"Pangasinan","Myocardial Infarction","2016-29"
"Pangasinan","Myocardial Infarction","2016-30"
"Pangasinan","Myocardial Infarction","2016-31"
"Pangasinan","Myocardial Infarction","2016-32"
"Pangasinan","Myocardial Infarction","2016-33"
"Pangasinan","Myocardial Infarction","2016-34"
"Pangasinan","Myocardial Infarction","2016-35"
"Pangasinan","Myocardial Infarction","2016-36"
"Pangasinan","Myocardial Infarction","2016-37"
"Pangasinan","Myocardial Infarction","2016-38"
"Pangasinan","Myocardial Infarction","2016-39"
"Pangasinan","Myocardial Infarction","2016-40"
"Pangasinan","Myocardial Infarction","2016-41"
"Pangasinan","Myocardial Infarction","2016-42"
"Pangasinan","Myocardial Infarction","2016-43"
"Pangasinan","Myocardial Infarction","2016-44"
"Pangasinan","Myocardial Infarction","2016-45"
"Pangasinan","Myocardial Infarction","2016-46"
"Pangasinan","Myocardial Infarction","2016-47"
"Cagayan","Myocardial Infarction","2016-25"
"Cagayan","Myocardial Infarction","2016-26"
"Cagayan","Myocardial Infarction","2016-27"
"Cagayan","Myocardial Infarction","2016-28"
"Cagayan","Myocardial Infarction","2016-29"
"Cagayan","Myocardial Infarction","2016-30"
"Cagayan","Myocardial Infarction","2016-31"
"Cagayan","Myocardial Infarction","2016-32"
"Cagayan","Myocardial Infarction","2016-33"
"Cagayan","Myocardial Infarction","2016-34"
"Cagayan","Myocardial Infarction","2016-35"
"Cagayan","Myocardial Infarction","2016-36"
"Cagayan","Myocardial Infarction","2016-37"
"Cagayan","Myocardial Infarction","2016-38"
"Cagayan","Myocardial Infarction","2016-39"
"Cagayan","Myocardial Infarction","2016-40"
"Cagayan","Myocardial Infarction","2016-41"
"Cagayan","Myocardial Infarction","2016-42"
"Cagayan","Myocardial Infarction","2016-43"
"Cagayan","Myocardial Infarction","2017-25"
"Cagayan","Myocardial Infarction","2017-26"
"Cagayan","Myocardial Infarction","2017-27"
"Cagayan","Myocardial Infarction","2017-28"
"Cagayan","Myocardial Infarction","2017-29"
"Cagayan","Myocardial Infarction","2017-30"
"Cagayan","Myocardial Infarction","2017-31"
"Cagayan","Myocardial Infarction","2017-32"
"Cagayan","Myocardial Infarction","2017-33"
"Cagayan","Myocardial Infarction","2017-34"
"Cagayan","Myocardial Infarction","2017-35"
"Cagayan","Myocardial Infarction","2017-36"
"Cagayan","Myocardial Infarction","2017-37"
"Cagayan","Myocardial Infarction","2017-38"
"Cagayan","Myocardial Infarction","2017-39"
"Cagayan","Myocardial Infarction","2017-40"
"Cagayan","Myocardial Infarction","2017-41"
"Cagayan","Myocardial Infarction","2017-42"
"Isabela","Myocardial Infarction","2017-14"
"Isabela","Myocardial Infarction","2017-15"
"Isabela","Myocardial Infarction","2017-16"
"Isabela","Myocardial Infarction","2017-17"
"Isabela","Myocardial Infarction","2017-18"
"Isabela","Myocardial Infarction","2017-19"
"Bataan","Myocardial Infarction","2016-25"
"Bataan","Myocardial Infarction","2016-26"
"Bataan","Myocardial Infarction","2016-27"
"Bataan","Myocardial Infarction","2016-28"
"Bataan","Myocardial Infarction","2016-29"
"Bataan","Myocardial Infarction","2016-30"
"Bataan","Myocardial Infarction","2016-31"
"Bataan","Myocardial Infarction","2016-32"
"Bataan","Myocardial Infarction","2016-33"
"Bataan","Myocardial Infarction","2016-34"
"Bulacan","Myocardial Infarction","2017-01"
"Bulacan","Myocardial Infarction","2017-02"
"Bulacan","Myocardial Infarction","2017-03"
"Bulacan","Myocardial Infarction","2017-04"
"Bulacan","Myocardial Infarction","2017-05"
"Bulacan","Myocardial Infarction","2017-06"
"Bulacan","Myocardial Infarction","2017-07"
"Bulacan","Myocardial Infarction","2017-08"
"Bulacan","Myocardial Infarction","2017-09"
"Bulacan","Myocardial Infarction","2017-10"
"Bulacan","Myocardial Infarction","2017-11"
"Bulacan","Myocardial Infarction","2017-12"
"Bulacan","Myocardial Infarction","2017-13"
"Bulacan","Myocardial Infarction","2017-14"
"Bulacan","Myocardial Infarction","2017-15"
"Bulacan","Myocardial Infarction","2017-16"
"Bulacan","Myocardial Infarction","2017-17"
"Bulacan","Myocardial Infarction","2017-18"
"Bulacan","Myocardial Infarction","2017-19"
"Bulacan","Myocardial Infarction","2017-20"
"Bulacan","Myocardial Infarction","2017-21"
"Bulacan","Myocardial Infarction","2017-22"
"Bulacan","Myocardial Infarction","2017-23"
"Bulacan","Myocardial Infarction","2017-24"
"Bulacan","Myocardial Infarction","2017-25"
"Bulacan","Myocardial Infarction","2017-26"
"Bulacan","Myocardial Infarction","2017-27"
"Bulacan","Myocardial Infarction","2017-28"
"Bulacan","Myocardial Infarction","2017-29"
"Bulacan","Myocardial Infarction","2017-30"
"Bulacan","Myocardial Infarction","2017-31"
"Bulacan","Myocardial Infarction","2017-32"
"Bulacan","Myocardial Infarction","2017-33"
"Bulacan","Myocardial Infarction","2017-34"
"Bulacan","Myocardial Infarction","2017-35"
"Bulacan","Myocardial Infarction","2017-36"
"Bulacan","Myocardial Infarction","2017-37"
"Bulacan","Myocardial Infarction","2017-38"
"Bulacan","Myocardial Infarction","2017-39"
"Bulacan","Myocardial Infarction","2018-11"
"Bulacan","Myocardial Infarction","2018-12"
"Bulacan","Myocardial Infarction","2018-13"
"Bulacan","Myocardial Infarction","2018-14"
"Bulacan","Myocardial Infarction","2018-15"
"Bulacan","Myocardial Infarction","2018-16"
"Bulacan","Myocardial Infarction","2018-17"
"Bulacan","Myocardial Infarction","2018-18"
"Bulacan","Myocardial Infarction","2018-19"
"Bulacan","Myocardial Infarction","2018-20"
"Bulacan","Myocardial Infarction","2018-21"
"Bulacan","Myocardial Infarction","2018-22"
"Bulacan","Myocardial Infarction","2018-23"
"Bulacan","Myocardial Infarction","2018-24"
"Bulacan","Myocardial Infarction","2018-25"
"Bulacan","Myocardial Infarction","2018-26"
"Bulacan","Myocardial Infarction","2018-27"
"Bulacan","Myocardial Infarction","2018-28"
"Bulacan","Myocardial Infarction","2018-29"
"Bulacan","Myocardial Infarction","2018-30"
"Bulacan","Myocardial Infarction","2018-31"
"Bulacan","Myocardial Infarction","2018-32"
"Bulacan","Myocardial Infarction","2018-33"
"Bulacan","Myocardial Infarction","2018-34"
"Bulacan","Myocardial Infarction","2018-35"
"Bulacan","Myocardial Infarction","2018-36"
"Bulacan","Myocardial Infarction","2018-37"
"Bulacan","Myocardial Infarction","2018-38"
"Bulacan","Myocardial Infarction","2018-39"
"Bulacan","Myocardial Infarction","2018-40"
"Bulacan","Myocardial Infarction","2018-41"
"Bulacan","Myocardial Infarction","2018-42"
"Bulacan","Myocardial Infarction","2018-43"
"Bulacan","Myocardial Infarction","2018-44"
"Bulacan","Myocardial Infarction","2018-45"
"Bulacan","Myocardial Infarction","2018-46"
"Bulacan","Myocardial Infarction","2018-47"
"Bulacan","Myocardial Infarction","2018-48"
"Bulacan","Myocardial Infarction","2018-49"
"Bulacan","Myocardial Infarction","2018-50"
"Bulacan","Myocardial Infarction","2018-51"
"Bulacan","Myocardial Infarction","2018-52"
"Bulacan","Myocardial Infarction","2019-01"
"Bulacan","Myocardial Infarction","2019-02"
"Bulacan","Myocardial Infarction","2019-03"
"Bulacan","Myocardial Infarction","2019-04"
"Bulacan","Myocardial Infarction","2019-05"
"Bulacan","Myocardial Infarction","2019-06"
"Bulacan","Myocardial Infarction","2019-07"
"Bulacan","Myocardial Infarction","2019-08"
"Bulacan","Myocardial Infarction","2019-09"
"Bulacan","Myocardial Infarction","2019-10"
"Nueva Ecija","Myocardial Infarction","2017-24"
"Nueva Ecija","Myocardial Infarction","2017-25"
"Nueva Ecija","Myocardial Infarction","2017-26"
"Nueva Ecija","Myocardial Infarction","2017-27"
"Nueva Ecija","Myocardial Infarction","2017-28"
"Nueva Ecija","Myocardial Infarction","2017-29"
"Nueva Ecija","Myocardial Infarction","2017-30"
"Nueva Ecija","Myocardial Infarction","2017-31"
"Nueva Ecija","Myocardial Infarction","2017-32"
"Nueva Ecija","Myocardial Infarction","2017-33"
"Nueva Ecija","Myocardial Infarction","2017-34"
"Nueva Ecija","Myocardial Infarction","2017-35"
"Nueva Ecija","Myocardial Infarction","2017-36"
"Nueva Ecija","Myocardial Infarction","2017-37"
"Nueva Ecija","Myocardial Infarction","2018-13"
"Nueva Ecija","Myocardial Infarction","2018-14"
"Nueva Ecija","Myocardial Infarction","2018-15"
"Nueva Ecija","Myocardial Infarction","2018-16"
"Nueva Ecija","Myocardial Infarction","2018-17"
"Nueva Ecija","Myocardial Infarction","2018-18"
"Nueva Ecija","Myocardial Infarction","2018-43"
"Nueva Ecija","Myocardial Infarction","2018-44"
"Nueva Ecija","Myocardial Infarction","2018-45"
"Nueva Ecija","Myocardial Infarction","2018-46"
"Nueva Ecija","Myocardial Infarction","2018-47"
"Nueva Ecija","Myocardial Infarction","2018-48"
"Nueva Ecija","Myocardial Infarction","2018-49"
"Nueva Ecija","Myocardial Infarction","2018-50"
"Nueva Ecija","Myocardial Infarction","2018-51"
"Nueva Ecija","Myocardial Infarction","2018-52"
"Nueva Ecija","Myocardial Infarction","2019-01"
"Nueva Ecija","Myocardial Infarction","2019-02"
"Nueva Ecija","Myocardial Infarction","2019-03"
"Nueva Ecija","Myocardial Infarction","2019-04"
"Nueva Ecija","Myocardial Infarction","2019-05"
"Nueva Ecija","Myocardial Infarction","2019-06"
"Nueva Ecija","Myocardial Infarction","2019-07"
"Nueva Ecija","Myocardial Infarction","2019-08"
"Nueva Ecija","Myocardial Infarction","2019-09"
"Nueva Ecija","Myocardial Infarction","2019-10"
"Nueva Ecija","Myocardial Infarction","2019-11"
"Nueva Ecija","Myocardial Infarction","2019-12"
"Nueva Ecija","Myocardial Infarction","2019-13"
"Nueva Ecija","Myocardial Infarction","2019-14"
"Nueva Ecija","Myocardial Infarction","2019-15"
"Nueva Ecija","Myocardial Infarction","2019-16"
"Nueva Ecija","Myocardial Infarction","2019-17"
"Nueva Ecija","Myocardial Infarction","2019-18"
"Nueva Ecija","Myocardial Infarction","2019-19"
"Nueva Ecija","Myocardial Infarction","2019-20"
"Nueva Ecija","Myocardial Infarction","2019-21"
"Nueva Ecija","Myocardial Infarction","2019-22"
"Nueva Ecija","Myocardial Infarction","2019-23"
"Nueva Ecija","Myocardial Infarction","2019-24"
"Nueva Ecija","Myocardial Infarction","2019-25"
"Nueva Ecija","Myocardial Infarction","2019-26"
"Nueva Ecija","Myocardial Infarction","2019-27"
"Nueva Ecija","Myocardial Infarction","2019-28"
"Nueva Ecija","Myocardial Infarction","2019-29"
"Nueva Ecija","Myocardial Infarction","2019-30"
"Nueva Ecija","Myocardial Infarction","2019-31"
"Nueva Ecija","Myocardial Infarction","2019-32"
"Nueva Ecija","Myocardial Infarction","2019-33"
"Nueva Ecija","Myocardial Infarction","2019-34"
"Nueva Ecija","Myocardial Infarction","2019-35"
"Nueva Ecija","Myocardial Infarction","2019-36"
"Nueva Ecija","Myocardial Infarction","2019-37"
"Nueva Ecija","Myocardial Infarction","2019-38"
"Nueva Ecija","Myocardial Infarction","2019-39"
"Pampanga","Myocardial Infarction","2016-19"
"Pampanga","Myocardial Infarction","2016-20"
"Pampanga","Myocardial Infarction","2016-21"
"Pampanga","Myocardial Infarction","2016-22"
"Pampanga","Myocardial Infarction","2016-23"
"Pampanga","Myocardial Infarction","2016-24"
"Pampanga","Myocardial Infarction","2016-25"
"Pampanga","Myocardial Infarction","2016-26"
"Pampanga","Myocardial Infarction","2016-27"
"Pampanga","Myocardial Infarction","2016-28"
"Pampanga","Myocardial Infarction","2016-29"
"Pampanga","Myocardial Infarction","2016-30"
"Pampanga","Myocardial Infarction","2016-31"
"Pampanga","Myocardial Infarction","2016-32"
