"prov","type","signif_week"
"Laguna","Unknown Cause","2018-48"
"Laguna","Unknown Cause","2018-49"
"Laguna","Unknown Cause","2018-50"
"Rizal","Unknown Cause","2016-43"
"Rizal","Unknown Cause","2016-44"
"Rizal","Unknown Cause","2016-45"
"Rizal","Unknown Cause","2016-46"
"Rizal","Unknown Cause","2016-47"
"Rizal","Unknown Cause","2016-48"
"Rizal","Unknown Cause","2016-49"
"Rizal","Unknown Cause","2016-50"
"Rizal","Unknown Cause","2016-51"
"Rizal","Unknown Cause","2016-52"
"Rizal","Unknown Cause","2017-01"
"Rizal","Unknown Cause","2017-02"
"Rizal","Unknown Cause","2017-03"
"Rizal","Unknown Cause","2017-04"
"Rizal","Unknown Cause","2017-05"
"Rizal","Unknown Cause","2017-06"
"Rizal","Unknown Cause","2017-07"
"Rizal","Unknown Cause","2017-08"
"Rizal","Unknown Cause","2017-09"
"Rizal","Unknown Cause","2017-10"
"Rizal","Unknown Cause","2017-11"
"Rizal","Unknown Cause","2017-12"
"Rizal","Unknown Cause","2017-13"
"Rizal","Unknown Cause","2017-14"
"Rizal","Unknown Cause","2017-15"
"Rizal","Unknown Cause","2017-16"
"Rizal","Unknown Cause","2017-17"
"Rizal","Unknown Cause","2017-18"
"Rizal","Unknown Cause","2017-19"
"Rizal","Unknown Cause","2017-20"
"Rizal","Unknown Cause","2017-21"
"Rizal","Unknown Cause","2017-22"
"Rizal","Unknown Cause","2017-23"
"Rizal","Unknown Cause","2017-24"
"Rizal","Unknown Cause","2017-25"
"Rizal","Unknown Cause","2017-26"
"Rizal","Unknown Cause","2017-27"
"Rizal","Unknown Cause","2017-28"
"Rizal","Unknown Cause","2017-29"
"Rizal","Unknown Cause","2017-30"
"Rizal","Unknown Cause","2017-31"
"Rizal","Unknown Cause","2017-32"
"Rizal","Unknown Cause","2017-33"
"Rizal","Unknown Cause","2017-34"
"Rizal","Unknown Cause","2017-35"
"Rizal","Unknown Cause","2017-36"
"Rizal","Unknown Cause","2017-37"
"Rizal","Unknown Cause","2017-38"
"Rizal","Unknown Cause","2017-39"
"Rizal","Unknown Cause","2017-40"
"Rizal","Unknown Cause","2018-16"
"Rizal","Unknown Cause","2018-17"
"Rizal","Unknown Cause","2018-18"
"Rizal","Unknown Cause","2018-19"
"Rizal","Unknown Cause","2018-20"
"Rizal","Unknown Cause","2018-21"
"Rizal","Unknown Cause","2018-22"
"Rizal","Unknown Cause","2018-23"
"Rizal","Unknown Cause","2018-24"
"Rizal","Unknown Cause","2018-25"
"Rizal","Unknown Cause","2018-26"
"Rizal","Unknown Cause","2018-27"
"Rizal","Unknown Cause","2018-28"
"Rizal","Unknown Cause","2018-29"
"Rizal","Unknown Cause","2018-30"
"Rizal","Unknown Cause","2018-31"
"Rizal","Unknown Cause","2018-32"
"Rizal","Unknown Cause","2018-33"
"Rizal","Unknown Cause","2018-34"
"Rizal","Unknown Cause","2018-35"
"Rizal","Unknown Cause","2018-36"
"Rizal","Unknown Cause","2018-37"
"Rizal","Unknown Cause","2018-38"
"Rizal","Unknown Cause","2018-39"
"Rizal","Unknown Cause","2018-40"
"Rizal","Unknown Cause","2018-41"
"Camarines Sur","Unknown Cause","2016-31"
"Camarines Sur","Unknown Cause","2016-32"
"Camarines Sur","Unknown Cause","2016-33"
"Camarines Sur","Unknown Cause","2016-34"
"Camarines Sur","Unknown Cause","2016-35"
"Camarines Sur","Unknown Cause","2016-36"
"Camarines Sur","Unknown Cause","2016-37"
"Camarines Sur","Unknown Cause","2016-38"
"Camarines Sur","Unknown Cause","2016-39"
"Camarines Sur","Unknown Cause","2016-40"
"Camarines Sur","Unknown Cause","2016-41"
"Camarines Sur","Unknown Cause","2016-42"
"Camarines Sur","Unknown Cause","2016-43"
"Camarines Sur","Unknown Cause","2016-44"
"Camarines Sur","Unknown Cause","2016-45"
"Camarines Sur","Unknown Cause","2019-29"
"Camarines Sur","Unknown Cause","2019-30"
"Camarines Sur","Unknown Cause","2019-31"
"Camarines Sur","Unknown Cause","2019-32"
"Camarines Sur","Unknown Cause","2019-33"
"Camarines Sur","Unknown Cause","2019-34"
"Aklan","Unknown Cause","2016-35"
"Iloilo","Unknown Cause","2016-22"
"Iloilo","Unknown Cause","2016-29"
"Iloilo","Unknown Cause","2016-33"
"Iloilo","Unknown Cause","2016-34"
"Iloilo","Unknown Cause","2016-37"
"Iloilo","Unknown Cause","2016-42"
"Iloilo","Unknown Cause","2016-46"
"Iloilo","Unknown Cause","2017-14"
"Iloilo","Unknown Cause","2017-35"
"Iloilo","Unknown Cause","2019-12"
"Negros Occidental","Unknown Cause","2016-22"
"Negros Occidental","Unknown Cause","2016-30"
"Negros Occidental","Unknown Cause","2016-31"
"Negros Occidental","Unknown Cause","2016-32"
"Negros Occidental","Unknown Cause","2016-51"
"Negros Occidental","Unknown Cause","2017-13"
"Negros Occidental","Unknown Cause","2017-33"
"Negros Occidental","Unknown Cause","2018-21"
"Negros Occidental","Unknown Cause","2018-30"
"Negros Occidental","Unknown Cause","2018-47"
"Negros Occidental","Unknown Cause","2019-05"
"Negros Occidental","Unknown Cause","2019-12"
"Negros Occidental","Unknown Cause","2019-17"
"Negros Occidental","Unknown Cause","2019-22"
"Negros Occidental","Unknown Cause","2019-50"
"Bohol","Unknown Cause","2016-19"
"Bohol","Unknown Cause","2016-20"
"Bohol","Unknown Cause","2016-21"
"Bohol","Unknown Cause","2016-22"
"Bohol","Unknown Cause","2016-23"
"Bohol","Unknown Cause","2016-24"
"Bohol","Unknown Cause","2016-25"
"Cebu","Unknown Cause","2016-51"
"Cebu","Unknown Cause","2018-24"
"Cebu","Unknown Cause","2018-25"
"Cebu","Unknown Cause","2018-26"
"Cebu","Unknown Cause","2018-27"
"Cebu","Unknown Cause","2018-28"
"Cebu","Unknown Cause","2018-29"
"Cebu","Unknown Cause","2018-30"
"Cebu","Unknown Cause","2018-31"
"Cebu","Unknown Cause","2018-32"
"Cebu","Unknown Cause","2018-33"
"Cebu","Unknown Cause","2018-34"
"Cebu","Unknown Cause","2018-35"
"Cebu","Unknown Cause","2018-36"
"Cebu","Unknown Cause","2018-37"
"Cebu","Unknown Cause","2018-38"
"Cebu","Unknown Cause","2018-39"
"Cebu","Unknown Cause","2018-40"
"Cebu","Unknown Cause","2018-41"
"Cebu","Unknown Cause","2018-42"
"Cebu","Unknown Cause","2018-43"
"Cebu","Unknown Cause","2018-44"
"Cebu","Unknown Cause","2018-45"
"Cebu","Unknown Cause","2018-46"
"Cebu","Unknown Cause","2018-47"
"Cebu","Unknown Cause","2018-48"
"Cebu","Unknown Cause","2018-49"
"Cebu","Unknown Cause","2018-50"
"Cebu","Unknown Cause","2018-51"
"Cebu","Unknown Cause","2018-52"
"Cebu","Unknown Cause","2019-01"
"Cebu","Unknown Cause","2019-02"
"Cebu","Unknown Cause","2019-03"
"Cebu","Unknown Cause","2019-04"
"Cebu","Unknown Cause","2019-05"
"Cebu","Unknown Cause","2019-06"
"Cebu","Unknown Cause","2019-07"
"Cebu","Unknown Cause","2019-08"
"Cebu","Unknown Cause","2019-09"
"Cebu","Unknown Cause","2019-10"
"Cebu","Unknown Cause","2019-11"
"Cebu","Unknown Cause","2019-12"
"Cebu","Unknown Cause","2019-13"
"Southern Leyte","Unknown Cause","2017-37"
"Zamboanga del Sur","Unknown Cause","2017-15"
"Zamboanga del Sur","Unknown Cause","2018-33"
"Zamboanga del Sur","Unknown Cause","2019-16"
"Misamis Occidental","Unknown Cause","2016-19"
"Misamis Occidental","Unknown Cause","2016-20"
"Misamis Occidental","Unknown Cause","2016-21"
"Misamis Occidental","Unknown Cause","2016-22"
"Misamis Occidental","Unknown Cause","2016-23"
"Misamis Occidental","Unknown Cause","2016-24"
"Misamis Occidental","Unknown Cause","2016-25"
"Misamis Occidental","Unknown Cause","2016-26"
"Misamis Occidental","Unknown Cause","2016-27"
"Misamis Occidental","Unknown Cause","2016-28"
"Misamis Occidental","Unknown Cause","2016-29"
"Misamis Oriental","Unknown Cause","2016-19"
"Misamis Oriental","Unknown Cause","2016-20"
"Misamis Oriental","Unknown Cause","2016-21"
"Misamis Oriental","Unknown Cause","2016-22"
"Misamis Oriental","Unknown Cause","2016-23"
"Misamis Oriental","Unknown Cause","2016-24"
"Misamis Oriental","Unknown Cause","2016-25"
"Misamis Oriental","Unknown Cause","2016-26"
"Misamis Oriental","Unknown Cause","2016-27"
"Misamis Oriental","Unknown Cause","2016-28"
"Misamis Oriental","Unknown Cause","2016-29"
"Misamis Oriental","Unknown Cause","2016-30"
"Misamis Oriental","Unknown Cause","2016-31"
"Misamis Oriental","Unknown Cause","2018-35"
"Misamis Oriental","Unknown Cause","2018-36"
"Misamis Oriental","Unknown Cause","2018-37"
"Misamis Oriental","Unknown Cause","2018-38"
"Misamis Oriental","Unknown Cause","2018-39"
"Misamis Oriental","Unknown Cause","2018-40"
"Misamis Oriental","Unknown Cause","2018-41"
"Misamis Oriental","Unknown Cause","2018-42"
"Misamis Oriental","Unknown Cause","2018-43"
"Misamis Oriental","Unknown Cause","2018-44"
"Misamis Oriental","Unknown Cause","2018-45"
"Davao del Norte","Unknown Cause","2016-27"
"Davao del Norte","Unknown Cause","2016-28"
"Davao del Norte","Unknown Cause","2016-29"
"Davao del Norte","Unknown Cause","2016-30"
"Davao del Norte","Unknown Cause","2016-31"
"Davao del Norte","Unknown Cause","2016-32"
"Davao del Norte","Unknown Cause","2016-33"
"Davao del Norte","Unknown Cause","2016-34"
"Davao del Norte","Unknown Cause","2016-35"
"Davao del Norte","Unknown Cause","2016-36"
"Davao del Norte","Unknown Cause","2016-37"
"Davao del Norte","Unknown Cause","2016-38"
"Davao del Norte","Unknown Cause","2016-39"
"Davao del Norte","Unknown Cause","2016-40"
"Davao del Norte","Unknown Cause","2016-41"
"Davao del Norte","Unknown Cause","2016-42"
"Davao del Norte","Unknown Cause","2016-43"
"Davao del Norte","Unknown Cause","2016-44"
"Davao del Norte","Unknown Cause","2016-45"
"Davao del Norte","Unknown Cause","2016-46"
"Davao del Norte","Unknown Cause","2016-47"
"Davao del Norte","Unknown Cause","2016-48"
"Davao del Norte","Unknown Cause","2017-12"
"Davao del Norte","Unknown Cause","2017-13"
"Davao del Norte","Unknown Cause","2017-14"
"Davao del Norte","Unknown Cause","2017-15"
"Davao del Norte","Unknown Cause","2017-16"
"Davao del Norte","Unknown Cause","2017-17"
"Davao del Norte","Unknown Cause","2017-18"
"Davao del Norte","Unknown Cause","2017-19"
"Davao del Norte","Unknown Cause","2017-20"
"Davao del Norte","Unknown Cause","2017-21"
"Davao del Norte","Unknown Cause","2017-22"
"Davao del Norte","Unknown Cause","2017-23"
"Davao del Norte","Unknown Cause","2017-24"
"Davao del Norte","Unknown Cause","2017-25"
"Davao del Norte","Unknown Cause","2017-26"
"Davao del Norte","Unknown Cause","2017-27"
"Davao del Norte","Unknown Cause","2017-28"
"Davao del Norte","Unknown Cause","2017-29"
"Davao del Norte","Unknown Cause","2017-30"
"Davao del Norte","Unknown Cause","2017-31"
"Davao del Norte","Unknown Cause","2017-32"
"Davao del Norte","Unknown Cause","2017-33"
"Davao del Norte","Unknown Cause","2017-34"
"Davao del Norte","Unknown Cause","2017-35"
"Davao del Norte","Unknown Cause","2017-36"
"Davao Oriental","Unknown Cause","2016-40"
"Davao Oriental","Unknown Cause","2016-41"
"Davao Oriental","Unknown Cause","2016-42"
"Davao Oriental","Unknown Cause","2016-43"
"Davao Oriental","Unknown Cause","2016-44"
"Davao Oriental","Unknown Cause","2016-45"
"Davao Oriental","Unknown Cause","2016-46"
"Davao Oriental","Unknown Cause","2016-47"
"Davao Oriental","Unknown Cause","2016-48"
"Davao Oriental","Unknown Cause","2016-49"
"Davao Oriental","Unknown Cause","2016-50"
"Davao Oriental","Unknown Cause","2016-51"
"Davao Oriental","Unknown Cause","2016-52"
"Davao Oriental","Unknown Cause","2017-01"
"Davao Oriental","Unknown Cause","2017-02"
"Davao Oriental","Unknown Cause","2017-30"
"Davao Oriental","Unknown Cause","2017-31"
"Davao Oriental","Unknown Cause","2017-32"
"Davao Oriental","Unknown Cause","2017-33"
"Davao Oriental","Unknown Cause","2017-34"
"Davao Oriental","Unknown Cause","2017-35"
"Davao Oriental","Unknown Cause","2017-36"
"Davao Oriental","Unknown Cause","2017-37"
"Davao Oriental","Unknown Cause","2017-38"
"Davao Oriental","Unknown Cause","2017-39"
"Davao Oriental","Unknown Cause","2017-40"
"Davao Oriental","Unknown Cause","2017-41"
"Davao Oriental","Unknown Cause","2017-42"
"Davao Oriental","Unknown Cause","2017-43"
"Davao Oriental","Unknown Cause","2017-44"
"Davao Oriental","Unknown Cause","2017-45"
"Davao Oriental","Unknown Cause","2017-46"
"Davao Oriental","Unknown Cause","2017-47"
"Davao Oriental","Unknown Cause","2017-48"
"Davao Oriental","Unknown Cause","2017-49"
"Cotabato","Unknown Cause","2016-52"
"Cotabato","Unknown Cause","2017-01"
"Cotabato","Unknown Cause","2017-02"
"Cotabato","Unknown Cause","2017-03"
"Cotabato","Unknown Cause","2017-04"
"Cotabato","Unknown Cause","2017-18"
"Cotabato","Unknown Cause","2017-19"
"Cotabato","Unknown Cause","2017-20"
"Cotabato","Unknown Cause","2017-21"
"Cotabato","Unknown Cause","2017-22"
"Cotabato","Unknown Cause","2017-23"
"Cotabato","Unknown Cause","2017-24"
"Cotabato","Unknown Cause","2017-25"
"Cotabato","Unknown Cause","2017-26"
"Cotabato","Unknown Cause","2017-27"
"Cotabato","Unknown Cause","2017-28"
"Cotabato","Unknown Cause","2017-29"
"Cotabato","Unknown Cause","2017-30"
"Cotabato","Unknown Cause","2017-31"
"Cotabato","Unknown Cause","2017-32"
"Cotabato","Unknown Cause","2017-33"
"Cotabato","Unknown Cause","2017-34"
"Cotabato","Unknown Cause","2017-35"
"Cotabato","Unknown Cause","2017-36"
"Cotabato","Unknown Cause","2017-37"
"Cotabato","Unknown Cause","2017-38"
"Cotabato","Unknown Cause","2017-39"
"Cotabato","Unknown Cause","2017-40"
"Cotabato","Unknown Cause","2017-41"
"Cotabato","Unknown Cause","2017-42"
"Cotabato","Unknown Cause","2017-43"
"Cotabato","Unknown Cause","2017-44"
"Cotabato","Unknown Cause","2017-45"
"Cotabato","Unknown Cause","2017-46"
"Cotabato","Unknown Cause","2017-47"
"Cotabato","Unknown Cause","2017-48"
"Cotabato","Unknown Cause","2017-49"
"Cotabato","Unknown Cause","2018-20"
"Cotabato","Unknown Cause","2018-21"
"Cotabato","Unknown Cause","2018-22"
"Cotabato","Unknown Cause","2018-23"
"Cotabato","Unknown Cause","2018-24"
"Cotabato","Unknown Cause","2018-25"
"Cotabato","Unknown Cause","2018-26"
"Cotabato","Unknown Cause","2018-27"
"Cotabato","Unknown Cause","2018-28"
"Cotabato","Unknown Cause","2018-29"
"Cotabato","Unknown Cause","2018-30"
"Cotabato","Unknown Cause","2018-31"
"Cotabato","Unknown Cause","2018-32"
"Cotabato","Unknown Cause","2018-33"
"Cotabato","Unknown Cause","2018-34"
"Cotabato","Unknown Cause","2018-35"
"Cotabato","Unknown Cause","2018-36"
"Cotabato","Unknown Cause","2018-37"
"Cotabato","Unknown Cause","2018-38"
"Cotabato","Unknown Cause","2018-39"
"Cotabato","Unknown Cause","2018-40"
"Cotabato","Unknown Cause","2018-41"
"Cotabato","Unknown Cause","2018-42"
"Cotabato","Unknown Cause","2018-43"
"Cotabato","Unknown Cause","2018-44"
"Cotabato","Unknown Cause","2018-45"
"Cotabato","Unknown Cause","2018-46"
"Cotabato","Unknown Cause","2018-47"
"Cotabato","Unknown Cause","2018-48"
"Cotabato","Unknown Cause","2018-49"
"South Cotabato","Unknown Cause","2018-29"
"South Cotabato","Unknown Cause","2018-30"
"South Cotabato","Unknown Cause","2018-31"
"South Cotabato","Unknown Cause","2018-32"
"South Cotabato","Unknown Cause","2018-33"
"South Cotabato","Unknown Cause","2018-34"
"South Cotabato","Unknown Cause","2018-35"
"South Cotabato","Unknown Cause","2018-36"
"South Cotabato","Unknown Cause","2018-37"
"South Cotabato","Unknown Cause","2018-38"
"South Cotabato","Unknown Cause","2018-39"
"South Cotabato","Unknown Cause","2018-40"
"South Cotabato","Unknown Cause","2018-41"
"South Cotabato","Unknown Cause","2018-42"
"South Cotabato","Unknown Cause","2018-43"
"National Capital Region","Unknown Cause","2016-19"
"National Capital Region","Unknown Cause","2016-20"
"National Capital Region","Unknown Cause","2016-21"
"National Capital Region","Unknown Cause","2016-22"
"National Capital Region","Unknown Cause","2016-23"
"National Capital Region","Unknown Cause","2016-24"
"National Capital Region","Unknown Cause","2016-25"
"National Capital Region","Unknown Cause","2016-26"
"National Capital Region","Unknown Cause","2016-27"
"National Capital Region","Unknown Cause","2016-28"
"National Capital Region","Unknown Cause","2016-29"
"National Capital Region","Unknown Cause","2016-30"
"National Capital Region","Unknown Cause","2016-31"
"National Capital Region","Unknown Cause","2016-32"
"National Capital Region","Unknown Cause","2016-33"
"National Capital Region","Unknown Cause","2016-34"
"National Capital Region","Unknown Cause","2016-35"
"National Capital Region","Unknown Cause","2016-36"
"National Capital Region","Unknown Cause","2016-37"
"National Capital Region","Unknown Cause","2016-38"
"National Capital Region","Unknown Cause","2016-39"
"National Capital Region","Unknown Cause","2016-40"
"National Capital Region","Unknown Cause","2016-41"
"National Capital Region","Unknown Cause","2016-42"
"National Capital Region","Unknown Cause","2017-15"
"National Capital Region","Unknown Cause","2017-16"
"National Capital Region","Unknown Cause","2017-17"
"National Capital Region","Unknown Cause","2017-18"
"National Capital Region","Unknown Cause","2017-19"
"National Capital Region","Unknown Cause","2017-20"
"National Capital Region","Unknown Cause","2017-21"
"National Capital Region","Unknown Cause","2017-22"
"National Capital Region","Unknown Cause","2017-23"
"National Capital Region","Unknown Cause","2017-24"
"National Capital Region","Unknown Cause","2017-25"
"National Capital Region","Unknown Cause","2017-26"
"National Capital Region","Unknown Cause","2017-27"
"National Capital Region","Unknown Cause","2017-28"
"National Capital Region","Unknown Cause","2017-29"
"National Capital Region","Unknown Cause","2017-30"
"National Capital Region","Unknown Cause","2017-31"
"National Capital Region","Unknown Cause","2017-32"
"National Capital Region","Unknown Cause","2017-33"
"National Capital Region","Unknown Cause","2017-34"
"National Capital Region","Unknown Cause","2017-35"
"National Capital Region","Unknown Cause","2017-36"
"National Capital Region","Unknown Cause","2017-37"
"National Capital Region","Unknown Cause","2017-38"
"National Capital Region","Unknown Cause","2017-39"
"National Capital Region","Unknown Cause","2017-40"
"National Capital Region","Unknown Cause","2017-41"
"Agusan del Norte","Unknown Cause","2016-19"
"Agusan del Norte","Unknown Cause","2016-20"
"Agusan del Norte","Unknown Cause","2016-21"
"Agusan del Norte","Unknown Cause","2016-22"
"Agusan del Norte","Unknown Cause","2016-23"
"Agusan del Norte","Unknown Cause","2016-24"
"Agusan del Norte","Unknown Cause","2016-25"
"Agusan del Norte","Unknown Cause","2016-26"
"Agusan del Norte","Unknown Cause","2016-27"
"Agusan del Norte","Unknown Cause","2016-28"
"Agusan del Norte","Unknown Cause","2016-29"
"Agusan del Norte","Unknown Cause","2016-30"
"Agusan del Norte","Unknown Cause","2016-31"
"Agusan del Norte","Unknown Cause","2016-32"
"Agusan del Norte","Unknown Cause","2016-33"
"Agusan del Norte","Unknown Cause","2016-34"
"Agusan del Norte","Unknown Cause","2016-35"
"Agusan del Norte","Unknown Cause","2016-36"
"Agusan del Norte","Unknown Cause","2016-37"
"Agusan del Norte","Unknown Cause","2016-38"
"Agusan del Norte","Unknown Cause","2016-39"
"Agusan del Norte","Unknown Cause","2016-40"
"Agusan del Norte","Unknown Cause","2016-41"
"Agusan del Norte","Unknown Cause","2016-42"
"Agusan del Norte","Unknown Cause","2016-43"
"Agusan del Norte","Unknown Cause","2016-44"
"Agusan del Norte","Unknown Cause","2016-45"
"Agusan del Norte","Unknown Cause","2016-46"
"Agusan del Norte","Unknown Cause","2016-47"
"Agusan del Norte","Unknown Cause","2016-48"
"Agusan del Norte","Unknown Cause","2016-49"
"Agusan del Norte","Unknown Cause","2016-50"
"Agusan del Norte","Unknown Cause","2016-51"
"Agusan del Norte","Unknown Cause","2016-52"
"Agusan del Norte","Unknown Cause","2017-01"
"Agusan del Norte","Unknown Cause","2017-02"
"Agusan del Norte","Unknown Cause","2017-03"
"Agusan del Norte","Unknown Cause","2017-04"
"Agusan del Norte","Unknown Cause","2017-05"
"Agusan del Norte","Unknown Cause","2017-06"
"Agusan del Norte","Unknown Cause","2017-07"
"Agusan del Norte","Unknown Cause","2017-08"
"Agusan del Norte","Unknown Cause","2017-09"
"Agusan del Norte","Unknown Cause","2017-10"
"Agusan del Norte","Unknown Cause","2017-11"
"Agusan del Norte","Unknown Cause","2017-12"
"Agusan del Norte","Unknown Cause","2017-13"
"Agusan del Norte","Unknown Cause","2017-14"
"Agusan del Norte","Unknown Cause","2017-15"
"Agusan del Norte","Unknown Cause","2017-16"
"Agusan del Norte","Unknown Cause","2018-35"
"Agusan del Norte","Unknown Cause","2018-36"
"Agusan del Norte","Unknown Cause","2018-37"
"Agusan del Norte","Unknown Cause","2018-38"
"Agusan del Norte","Unknown Cause","2018-39"
"Agusan del Norte","Unknown Cause","2018-40"
"Agusan del Sur","Unknown Cause","2016-19"
"Agusan del Sur","Unknown Cause","2016-20"
"Agusan del Sur","Unknown Cause","2016-21"
"Agusan del Sur","Unknown Cause","2016-22"
"Agusan del Sur","Unknown Cause","2016-23"
"Agusan del Sur","Unknown Cause","2016-24"
"Agusan del Sur","Unknown Cause","2016-25"
"Agusan del Sur","Unknown Cause","2016-26"
"Agusan del Sur","Unknown Cause","2016-27"
"Agusan del Sur","Unknown Cause","2016-28"
"Agusan del Sur","Unknown Cause","2016-29"
"Agusan del Sur","Unknown Cause","2016-30"
"Agusan del Sur","Unknown Cause","2016-31"
"Agusan del Sur","Unknown Cause","2016-32"
"Agusan del Sur","Unknown Cause","2016-33"
"Agusan del Sur","Unknown Cause","2016-34"
"Agusan del Sur","Unknown Cause","2016-35"
"Agusan del Sur","Unknown Cause","2016-36"
"Agusan del Sur","Unknown Cause","2016-37"
"Agusan del Sur","Unknown Cause","2016-38"
"Agusan del Sur","Unknown Cause","2016-39"
"Agusan del Sur","Unknown Cause","2016-40"
"Agusan del Sur","Unknown Cause","2016-41"
"Agusan del Sur","Unknown Cause","2016-42"
"Agusan del Sur","Unknown Cause","2016-43"
"Agusan del Sur","Unknown Cause","2016-44"
"Agusan del Sur","Unknown Cause","2016-45"
"Agusan del Sur","Unknown Cause","2016-46"
"Agusan del Sur","Unknown Cause","2016-47"
"Agusan del Sur","Unknown Cause","2016-48"
"Agusan del Sur","Unknown Cause","2016-49"
"Surigao del Norte","Unknown Cause","2016-37"
"Surigao del Norte","Unknown Cause","2016-38"
"Surigao del Norte","Unknown Cause","2016-39"
"Surigao del Norte","Unknown Cause","2016-40"
"Surigao del Norte","Unknown Cause","2016-41"
"Surigao del Norte","Unknown Cause","2016-42"
"Surigao del Norte","Unknown Cause","2016-43"
"Surigao del Norte","Unknown Cause","2016-44"
"Surigao del Norte","Unknown Cause","2016-45"
"Surigao del Norte","Unknown Cause","2016-46"
"Surigao del Norte","Unknown Cause","2016-47"
"Surigao del Norte","Unknown Cause","2016-48"
"Surigao del Norte","Unknown Cause","2016-49"
"Surigao del Norte","Unknown Cause","2016-50"
"Surigao del Norte","Unknown Cause","2016-51"
"Surigao del Norte","Unknown Cause","2016-52"
"Surigao del Norte","Unknown Cause","2017-01"
"Surigao del Norte","Unknown Cause","2017-02"
"Surigao del Norte","Unknown Cause","2017-03"
"Surigao del Norte","Unknown Cause","2017-04"
"Surigao del Norte","Unknown Cause","2017-05"
"Surigao del Norte","Unknown Cause","2017-06"
"Surigao del Norte","Unknown Cause","2017-07"
"Surigao del Norte","Unknown Cause","2017-08"
"Surigao del Norte","Unknown Cause","2017-09"
"Surigao del Norte","Unknown Cause","2017-10"
"Surigao del Norte","Unknown Cause","2017-11"
"Surigao del Norte","Unknown Cause","2017-12"
"Surigao del Norte","Unknown Cause","2017-13"
"Surigao del Norte","Unknown Cause","2017-14"
"Surigao del Norte","Unknown Cause","2017-15"
"Surigao del Norte","Unknown Cause","2017-16"
"Surigao del Norte","Unknown Cause","2017-17"
"Surigao del Norte","Unknown Cause","2017-18"
"Surigao del Norte","Unknown Cause","2017-19"
"Surigao del Norte","Unknown Cause","2017-20"
"Surigao del Norte","Unknown Cause","2017-21"
"Surigao del Norte","Unknown Cause","2017-22"
"Cagayan","Other Causes","2016-32"
"Cagayan","Other Causes","2016-33"
"Cagayan","Other Causes","2016-34"
"Cagayan","Other Causes","2016-35"
"Cagayan","Other Causes","2016-36"
"Cagayan","Other Causes","2016-37"
"Cagayan","Other Causes","2016-38"
"Cagayan","Other Causes","2016-39"
"Cagayan","Other Causes","2016-40"
"Cagayan","Other Causes","2016-41"
"Cagayan","Other Causes","2016-42"
"Cagayan","Other Causes","2016-43"
"Cagayan","Other Causes","2017-25"
"Cagayan","Other Causes","2017-26"
"Cagayan","Other Causes","2017-27"
"Cagayan","Other Causes","2017-28"
"Cagayan","Other Causes","2017-29"
"Cagayan","Other Causes","2017-30"
"Cagayan","Other Causes","2017-31"
"Cagayan","Other Causes","2017-32"
"Cagayan","Other Causes","2017-33"
"Isabela","Other Causes","2016-19"
"Isabela","Other Causes","2016-20"
"Isabela","Other Causes","2016-21"
"Isabela","Other Causes","2016-22"
"Isabela","Other Causes","2016-23"
"Isabela","Other Causes","2016-24"
"Isabela","Other Causes","2016-25"
"Isabela","Other Causes","2016-26"
"Isabela","Other Causes","2016-27"
"Isabela","Other Causes","2016-28"
"Isabela","Other Causes","2016-29"
"Isabela","Other Causes","2016-30"
"Isabela","Other Causes","2016-31"
"Isabela","Other Causes","2016-32"
"Isabela","Other Causes","2016-33"
"Isabela","Other Causes","2016-34"
"Isabela","Other Causes","2016-35"
"Isabela","Other Causes","2016-36"
"Isabela","Other Causes","2016-37"
"Isabela","Other Causes","2016-38"
"Isabela","Other Causes","2016-39"
"Isabela","Other Causes","2016-40"
"Isabela","Other Causes","2016-41"
"Isabela","Other Causes","2016-42"
"Isabela","Other Causes","2016-43"
"Isabela","Other Causes","2017-35"
"Isabela","Other Causes","2017-36"
"Nueva Vizcaya","Other Causes","2016-41"
"Nueva Vizcaya","Other Causes","2017-22"
"Bataan","Other Causes","2016-22"
"Bataan","Other Causes","2016-23"
"Bataan","Other Causes","2016-24"
"Bataan","Other Causes","2016-25"
"Bataan","Other Causes","2016-26"
"Bataan","Other Causes","2016-27"
"Bataan","Other Causes","2016-28"
"Bataan","Other Causes","2016-29"
"Bataan","Other Causes","2016-30"
"Bataan","Other Causes","2016-31"
"Bataan","Other Causes","2016-32"
"Bataan","Other Causes","2016-33"
"Bataan","Other Causes","2016-34"
"Pampanga","Other Causes","2016-19"
"Pampanga","Other Causes","2016-20"
"Pampanga","Other Causes","2016-21"
"Pampanga","Other Causes","2016-22"
"Pampanga","Other Causes","2016-23"
"Pampanga","Other Causes","2016-24"
"Pampanga","Other Causes","2016-25"
"Pampanga","Other Causes","2016-26"
"Pampanga","Other Causes","2016-27"
"Pampanga","Other Causes","2016-28"
"Pampanga","Other Causes","2016-29"
"Pampanga","Other Causes","2016-30"
"Pampanga","Other Causes","2016-31"
"Pampanga","Other Causes","2016-32"
"Pampanga","Other Causes","2016-33"
"Pampanga","Other Causes","2016-34"
"Pampanga","Other Causes","2016-35"
"Pampanga","Other Causes","2016-36"
"Pampanga","Other Causes","2016-37"
"Pampanga","Other Causes","2016-38"
"Pampanga","Other Causes","2016-39"
"Pampanga","Other Causes","2016-40"
"Pampanga","Other Causes","2016-41"
"Pampanga","Other Causes","2016-42"
"Pampanga","Other Causes","2016-43"
"Pampanga","Other Causes","2016-44"
