"prov","signif_week"
"Negros Oriental","2019-18"
"Negros Oriental","2019-19"
"Negros Oriental","2019-20"
"Negros Oriental","2019-21"
"Negros Oriental","2019-22"
"Negros Oriental","2019-23"
"Negros Oriental","2019-24"
"Negros Oriental","2019-25"
"Negros Oriental","2019-26"
"Negros Oriental","2019-27"
"Negros Oriental","2019-28"
"Negros Oriental","2019-29"
"Negros Oriental","2019-30"
"Negros Oriental","2019-31"
"Negros Oriental","2019-32"
"Negros Oriental","2019-33"
"Leyte","2016-19"
"Leyte","2016-20"
"Leyte","2016-21"
"Leyte","2016-22"
"Leyte","2016-23"
"Leyte","2016-24"
"Leyte","2016-25"
"Leyte","2016-26"
"Leyte","2016-27"
"Leyte","2016-28"
"Leyte","2016-29"
"Leyte","2016-30"
"Leyte","2016-31"
"Leyte","2016-32"
"Leyte","2016-33"
"Leyte","2016-34"
"Leyte","2016-35"
"Leyte","2016-36"
"Leyte","2016-37"
"Leyte","2016-38"
"Leyte","2016-39"
"Leyte","2016-40"
"Leyte","2016-41"
"Leyte","2016-42"
"Leyte","2016-43"
"Leyte","2016-44"
"Leyte","2016-45"
"Samar","2016-19"
"Samar","2016-20"
"Samar","2016-21"
"Samar","2016-22"
"Samar","2016-23"
"Samar","2016-24"
"Samar","2016-25"
"Samar","2016-26"
"Samar","2016-27"
"Samar","2016-28"
"Samar","2016-29"
"Samar","2016-30"
"Samar","2016-31"
"Samar","2016-32"
"Samar","2016-33"
"Samar","2016-34"
"Samar","2016-35"
"Zamboanga del Norte","2016-19"
"Zamboanga del Norte","2016-20"
"Zamboanga del Norte","2016-21"
"Zamboanga del Norte","2016-22"
"Zamboanga del Norte","2016-23"
"Zamboanga del Norte","2016-24"
"Zamboanga del Norte","2016-25"
"Zamboanga del Norte","2016-26"
"Zamboanga del Norte","2016-27"
"Zamboanga del Norte","2016-28"
"Zamboanga del Norte","2016-29"
"Zamboanga del Norte","2016-30"
"Zamboanga del Norte","2016-31"
"Zamboanga del Norte","2016-32"
"Zamboanga del Norte","2016-33"
"Zamboanga del Norte","2016-34"
"Zamboanga del Norte","2016-35"
"Zamboanga del Norte","2016-36"
"Zamboanga del Norte","2016-37"
"Zamboanga del Norte","2016-38"
"Zamboanga del Norte","2016-39"
"Zamboanga del Norte","2016-40"
"Zamboanga del Norte","2016-41"
"Zamboanga del Norte","2016-42"
"Zamboanga del Norte","2016-43"
"Zamboanga del Norte","2016-44"
"Zamboanga del Norte","2016-45"
"Zamboanga del Norte","2016-46"
"Lanao del Norte","2016-19"
"Lanao del Norte","2016-20"
"Lanao del Norte","2016-21"
"Lanao del Norte","2016-22"
"Lanao del Norte","2016-23"
"Lanao del Norte","2016-24"
"Lanao del Norte","2016-25"
"Lanao del Norte","2016-26"
"Lanao del Norte","2016-27"
"Lanao del Norte","2016-28"
"Lanao del Norte","2016-29"
"Lanao del Norte","2016-30"
"Lanao del Norte","2016-31"
"Lanao del Norte","2016-32"
"Lanao del Norte","2016-33"
"Lanao del Norte","2016-34"
"Lanao del Norte","2016-35"
"Lanao del Norte","2016-36"
"Lanao del Norte","2016-37"
"Lanao del Norte","2016-38"
"Lanao del Norte","2016-39"
"Lanao del Norte","2016-40"
"Lanao del Norte","2016-41"
"Lanao del Norte","2016-42"
"Lanao del Norte","2016-43"
"Lanao del Norte","2016-44"
"Misamis Occidental","2016-19"
"Misamis Occidental","2016-20"
"Misamis Occidental","2016-21"
"Misamis Occidental","2016-22"
"Misamis Occidental","2016-23"
"Misamis Occidental","2016-24"
"Misamis Occidental","2016-25"
"Misamis Occidental","2016-26"
"Misamis Occidental","2016-27"
"Misamis Occidental","2016-28"
"Misamis Occidental","2016-29"
"Misamis Occidental","2016-30"
"Misamis Occidental","2016-31"
"Misamis Occidental","2016-32"
"Misamis Occidental","2016-33"
"Misamis Occidental","2016-34"
"Misamis Occidental","2016-35"
"Misamis Occidental","2016-36"
"Misamis Occidental","2016-37"
"Misamis Occidental","2016-38"
"Misamis Occidental","2016-39"
"Misamis Occidental","2016-40"
"Misamis Occidental","2016-41"
"Misamis Oriental","2016-19"
"Misamis Oriental","2016-20"
"Misamis Oriental","2016-21"
"Misamis Oriental","2016-22"
"Misamis Oriental","2016-23"
"Misamis Oriental","2016-24"
"Misamis Oriental","2016-25"
"Misamis Oriental","2016-26"
"Misamis Oriental","2016-27"
"Misamis Oriental","2016-28"
"Misamis Oriental","2016-29"
"Misamis Oriental","2016-30"
"Misamis Oriental","2016-31"
"Misamis Oriental","2018-35"
"Misamis Oriental","2018-36"
"Misamis Oriental","2018-37"
"Misamis Oriental","2018-38"
"Misamis Oriental","2018-39"
"Misamis Oriental","2018-40"
"Misamis Oriental","2018-41"
"Misamis Oriental","2018-42"
"Misamis Oriental","2018-43"
"Misamis Oriental","2018-44"
"Misamis Oriental","2018-45"
"Davao del Norte","2016-19"
"Davao del Norte","2016-20"
"Davao del Norte","2016-21"
"Davao del Norte","2016-22"
"Davao del Norte","2016-23"
"Davao del Norte","2016-24"
"Davao del Norte","2016-25"
"Davao del Norte","2016-26"
"Davao del Norte","2016-27"
"Davao del Norte","2016-28"
"Davao del Norte","2016-29"
"Davao del Norte","2016-30"
"Davao del Norte","2016-31"
"Davao del Norte","2016-32"
"Davao del Norte","2016-33"
"Davao del Norte","2016-34"
"Davao del Norte","2016-35"
"Davao del Norte","2016-36"
"Davao del Norte","2016-37"
"Davao del Norte","2016-38"
"Davao del Norte","2016-39"
"Davao del Norte","2016-40"
"Davao del Norte","2016-41"
"Davao del Norte","2016-42"
"Davao del Norte","2016-43"
"Davao del Norte","2016-44"
"Davao del Norte","2016-45"
"Davao del Norte","2016-46"
"Davao del Norte","2016-47"
"Davao del Norte","2016-48"
"Davao del Norte","2016-49"
"Davao del Norte","2016-50"
"Davao del Norte","2016-51"
"Davao del Norte","2016-52"
"Davao del Norte","2017-01"
"Davao del Norte","2017-02"
"Davao del Norte","2017-03"
"Davao del Norte","2017-04"
"Davao del Norte","2017-05"
"Davao del Norte","2017-06"
"Davao del Norte","2017-07"
"Davao del Norte","2017-08"
"Davao del Norte","2017-09"
"Davao del Norte","2017-10"
"Davao del Norte","2017-11"
"Davao del Norte","2017-12"
"Davao del Norte","2017-13"
"Davao del Norte","2017-14"
"Davao del Norte","2017-15"
"Davao del Norte","2017-16"
"Davao del Norte","2017-17"
"Davao del Norte","2017-18"
"Davao del Norte","2017-19"
"Davao del Norte","2017-20"
"Davao del Norte","2017-21"
"Davao del Norte","2017-22"
"Davao del Norte","2017-23"
"Davao del Norte","2017-24"
"Davao del Norte","2017-25"
"Davao del Norte","2017-26"
"Davao del Norte","2017-27"
"Davao del Norte","2017-28"
"Davao del Norte","2017-29"
"Davao del Norte","2017-30"
"Davao del Norte","2017-31"
"Davao del Norte","2017-32"
"Davao del Norte","2017-33"
"Davao del Norte","2017-34"
"Davao del Norte","2017-35"
"Davao del Norte","2017-36"
"Davao del Sur","2016-19"
"Davao del Sur","2016-20"
"Davao del Sur","2016-21"
"Davao del Sur","2016-22"
"Davao del Sur","2016-23"
"Davao del Sur","2016-24"
"Davao del Sur","2016-25"
"Davao del Sur","2016-26"
"Davao del Sur","2016-27"
"Davao del Sur","2016-28"
"Davao del Sur","2016-29"
"Davao del Sur","2016-30"
"Davao del Sur","2016-31"
"Davao del Sur","2016-32"
"Davao del Sur","2016-33"
"Davao del Sur","2016-34"
"Davao Oriental","2016-19"
"Davao Oriental","2016-20"
"Davao Oriental","2016-21"
"Davao Oriental","2016-22"
"Davao Oriental","2016-23"
"Davao Oriental","2016-24"
"Davao Oriental","2016-25"
"Davao Oriental","2016-26"
"Davao Oriental","2016-27"
"Davao Oriental","2016-28"
"Davao Oriental","2016-29"
"Davao Oriental","2016-30"
"Davao Oriental","2016-31"
"Davao Oriental","2016-32"
"Davao Oriental","2016-33"
"Davao Oriental","2016-34"
"Davao Oriental","2016-35"
"Davao Oriental","2016-36"
"Davao Oriental","2016-37"
"Davao Oriental","2016-38"
"Davao Oriental","2016-39"
"Davao Oriental","2016-40"
"Davao Oriental","2016-41"
"Davao Oriental","2016-42"
"Davao Oriental","2016-43"
"Davao Oriental","2016-44"
"Davao Oriental","2016-45"
"Davao Oriental","2016-46"
"Davao Oriental","2016-47"
"Davao Oriental","2016-48"
"Davao Oriental","2016-49"
"Davao Oriental","2016-50"
"Davao Oriental","2016-51"
"Davao Oriental","2016-52"
"Davao Oriental","2017-01"
"Davao Oriental","2017-02"
"Davao Oriental","2017-30"
"Davao Oriental","2017-31"
"Davao Oriental","2017-32"
"Davao Oriental","2017-33"
"Davao Oriental","2017-34"
"Davao Oriental","2017-35"
"Davao Oriental","2017-36"
"Davao Oriental","2017-37"
"Davao Oriental","2017-38"
"Davao Oriental","2017-39"
"Davao Oriental","2017-40"
"Davao Oriental","2017-41"
"Davao Oriental","2017-42"
"Davao Oriental","2017-43"
"Davao Oriental","2017-44"
"Davao Oriental","2017-45"
"Davao Oriental","2017-46"
"Davao Oriental","2017-47"
"Davao Oriental","2017-48"
"Davao Oriental","2017-49"
"Davao Oriental","2017-50"
"Davao Oriental","2017-51"
"Davao Oriental","2017-52"
"Davao Oriental","2018-01"
"Davao Oriental","2018-02"
"Davao Oriental","2018-03"
"Davao Oriental","2018-04"
"Davao Oriental","2018-05"
"Davao Oriental","2018-06"
"Davao Oriental","2018-07"
"Davao Oriental","2018-08"
"Davao Oriental","2018-09"
"Davao Oriental","2018-10"
"Compostela Valley","2016-19"
"Compostela Valley","2016-20"
"Compostela Valley","2016-21"
"Compostela Valley","2016-22"
"Compostela Valley","2016-23"
"Compostela Valley","2016-24"
"Compostela Valley","2016-25"
"Compostela Valley","2016-26"
"Compostela Valley","2016-27"
"Compostela Valley","2016-28"
"Compostela Valley","2016-29"
"Compostela Valley","2016-30"
"Compostela Valley","2016-31"
"Compostela Valley","2016-32"
"Compostela Valley","2016-33"
"Compostela Valley","2016-34"
"Compostela Valley","2016-35"
"Compostela Valley","2016-36"
"Compostela Valley","2016-37"
"Compostela Valley","2016-38"
"Compostela Valley","2016-39"
"Compostela Valley","2016-40"
"Compostela Valley","2016-41"
"Compostela Valley","2016-42"
"Compostela Valley","2016-43"
"Compostela Valley","2016-44"
"Compostela Valley","2016-45"
"Compostela Valley","2016-46"
"Compostela Valley","2017-14"
"Compostela Valley","2017-15"
"Compostela Valley","2017-16"
"Compostela Valley","2017-17"
"Compostela Valley","2017-18"
"Compostela Valley","2017-19"
"Compostela Valley","2017-20"
"Compostela Valley","2017-21"
"Compostela Valley","2017-22"
"Compostela Valley","2017-23"
"Compostela Valley","2017-24"
"Compostela Valley","2017-25"
"Compostela Valley","2017-26"
"Compostela Valley","2017-27"
"Compostela Valley","2017-28"
"Compostela Valley","2017-29"
"Compostela Valley","2017-30"
"Compostela Valley","2017-31"
"Compostela Valley","2017-32"
"Compostela Valley","2017-33"
"Compostela Valley","2017-34"
"Compostela Valley","2017-35"
"Compostela Valley","2017-36"
"Compostela Valley","2017-37"
"Compostela Valley","2017-38"
"Cotabato","2016-19"
"Cotabato","2016-20"
"Cotabato","2016-21"
"Cotabato","2016-22"
"Cotabato","2016-23"
"Cotabato","2016-24"
"Cotabato","2016-25"
"Cotabato","2016-26"
"Cotabato","2016-27"
"Cotabato","2016-28"
"Cotabato","2016-29"
"Cotabato","2016-30"
"Cotabato","2016-31"
"Cotabato","2016-32"
"Cotabato","2016-33"
"Cotabato","2016-34"
"Cotabato","2016-35"
"Cotabato","2016-36"
"Cotabato","2016-37"
"Cotabato","2016-38"
"Cotabato","2016-39"
"Cotabato","2016-40"
"Cotabato","2016-41"
"Cotabato","2016-42"
"Cotabato","2016-43"
"Cotabato","2016-44"
"Cotabato","2016-45"
"Cotabato","2016-46"
"Cotabato","2016-47"
"Cotabato","2016-48"
"Cotabato","2016-49"
"Cotabato","2016-50"
"Cotabato","2016-51"
"Cotabato","2016-52"
"Cotabato","2017-01"
"Cotabato","2017-02"
"Cotabato","2017-03"
"Cotabato","2017-04"
"Cotabato","2017-18"
"Cotabato","2017-19"
"Cotabato","2017-20"
"Cotabato","2017-21"
"Cotabato","2017-22"
"Cotabato","2017-23"
"Cotabato","2017-24"
"Cotabato","2017-25"
"Cotabato","2017-26"
"Cotabato","2017-27"
"Cotabato","2017-28"
"Cotabato","2017-29"
"Cotabato","2017-30"
"Cotabato","2017-31"
"Cotabato","2017-32"
"Cotabato","2017-33"
"Cotabato","2017-34"
"Cotabato","2017-35"
"Cotabato","2017-36"
"Cotabato","2017-37"
"Cotabato","2017-38"
"Cotabato","2017-39"
"Cotabato","2017-40"
"Cotabato","2017-41"
"Cotabato","2017-42"
"Cotabato","2017-43"
"Cotabato","2017-44"
"Cotabato","2017-45"
"Cotabato","2017-46"
"Cotabato","2017-47"
"Cotabato","2017-48"
"Cotabato","2017-49"
"Cotabato","2018-20"
"Cotabato","2018-21"
"Cotabato","2018-22"
"Cotabato","2018-23"
"Cotabato","2018-24"
"Cotabato","2018-25"
"Cotabato","2018-26"
"Cotabato","2018-27"
"Cotabato","2018-28"
"Cotabato","2018-29"
"Cotabato","2018-30"
"Cotabato","2018-31"
"Cotabato","2018-32"
"Cotabato","2018-33"
"Cotabato","2018-34"
"Cotabato","2018-35"
"Cotabato","2018-36"
"Cotabato","2018-37"
"Cotabato","2018-38"
"Cotabato","2018-39"
"Cotabato","2018-40"
"Cotabato","2018-41"
"Cotabato","2018-42"
"Cotabato","2018-43"
"Cotabato","2018-44"
"Cotabato","2018-45"
"Cotabato","2018-46"
"Cotabato","2018-47"
"Cotabato","2018-48"
"Cotabato","2018-49"
"South Cotabato","2016-19"
"South Cotabato","2016-20"
"South Cotabato","2016-21"
"South Cotabato","2016-22"
"South Cotabato","2016-23"
"South Cotabato","2016-24"
"South Cotabato","2016-25"
"South Cotabato","2016-26"
"South Cotabato","2016-27"
"South Cotabato","2016-28"
"South Cotabato","2016-29"
"South Cotabato","2016-30"
"South Cotabato","2016-31"
"South Cotabato","2016-32"
"South Cotabato","2016-33"
"South Cotabato","2016-34"
"South Cotabato","2016-35"
"South Cotabato","2016-36"
"South Cotabato","2016-37"
"South Cotabato","2016-38"
"South Cotabato","2016-39"
"South Cotabato","2016-40"
"South Cotabato","2016-41"
"South Cotabato","2016-42"
"South Cotabato","2016-43"
"South Cotabato","2016-44"
"South Cotabato","2016-45"
"South Cotabato","2016-46"
"South Cotabato","2018-29"
"South Cotabato","2018-30"
"South Cotabato","2018-31"
"South Cotabato","2018-32"
"South Cotabato","2018-33"
"South Cotabato","2018-34"
"South Cotabato","2018-35"
"South Cotabato","2018-36"
"South Cotabato","2018-37"
"South Cotabato","2018-38"
"South Cotabato","2018-39"
"South Cotabato","2018-40"
"South Cotabato","2018-41"
"South Cotabato","2018-42"
"South Cotabato","2018-43"
"Sultan Kudarat","2016-19"
"Sultan Kudarat","2016-20"
"Sultan Kudarat","2016-21"
"Sultan Kudarat","2016-22"
"Sultan Kudarat","2016-23"
"Sultan Kudarat","2016-24"
"Sultan Kudarat","2016-25"
"Sultan Kudarat","2016-26"
"Sultan Kudarat","2016-27"
"Sultan Kudarat","2016-28"
"Sultan Kudarat","2016-29"
"Sultan Kudarat","2016-30"
"Sultan Kudarat","2016-31"
"Sultan Kudarat","2016-32"
"Sultan Kudarat","2016-33"
"Sultan Kudarat","2016-34"
"Sultan Kudarat","2016-35"
"Sultan Kudarat","2016-36"
"Sultan Kudarat","2016-37"
"Sultan Kudarat","2016-38"
"Sultan Kudarat","2016-39"
"Sultan Kudarat","2016-40"
"Sultan Kudarat","2016-41"
"Sultan Kudarat","2016-42"
"Sultan Kudarat","2016-43"
"Sultan Kudarat","2016-44"
"Sultan Kudarat","2016-45"
"Sultan Kudarat","2016-46"
"Sultan Kudarat","2016-47"
"Sultan Kudarat","2016-48"
"Sultan Kudarat","2016-49"
"Sultan Kudarat","2016-50"
"Sultan Kudarat","2016-51"
"Sultan Kudarat","2016-52"
"Sultan Kudarat","2017-01"
"Sultan Kudarat","2017-02"
"Sultan Kudarat","2018-28"
"Sultan Kudarat","2018-29"
"Sultan Kudarat","2018-30"
"Sultan Kudarat","2018-31"
"Sultan Kudarat","2018-32"
"Sultan Kudarat","2018-33"
"Sultan Kudarat","2018-34"
"Sultan Kudarat","2018-35"
"Sultan Kudarat","2018-36"
"Sultan Kudarat","2018-37"
"Sultan Kudarat","2018-38"
"Sultan Kudarat","2018-39"
"Sultan Kudarat","2018-40"
"Sultan Kudarat","2018-41"
"Sultan Kudarat","2018-42"
"Sultan Kudarat","2018-43"
"Sultan Kudarat","2018-44"
"Sultan Kudarat","2018-45"
"Sultan Kudarat","2018-46"
"Sultan Kudarat","2018-47"
"Sultan Kudarat","2018-48"
"Sultan Kudarat","2018-49"
"Sultan Kudarat","2018-50"
"Sultan Kudarat","2018-51"
"Sultan Kudarat","2018-52"
"Sultan Kudarat","2019-01"
"Sultan Kudarat","2019-02"
"Sultan Kudarat","2019-03"
"Sultan Kudarat","2019-04"
"Sultan Kudarat","2019-05"
"Sultan Kudarat","2019-06"
"Sultan Kudarat","2019-07"
"Sultan Kudarat","2019-08"
"Sultan Kudarat","2019-09"
"Sultan Kudarat","2019-10"
"Sultan Kudarat","2019-11"
"Sultan Kudarat","2019-12"
"Sultan Kudarat","2019-13"
"Sultan Kudarat","2019-14"
"Sultan Kudarat","2019-15"
"Sultan Kudarat","2019-16"
"Sultan Kudarat","2019-17"
"Sultan Kudarat","2019-18"
"Sultan Kudarat","2019-19"
"Sultan Kudarat","2019-20"
"Sultan Kudarat","2019-21"
"National Capital Region","2016-19"
"National Capital Region","2016-20"
"National Capital Region","2016-21"
"National Capital Region","2016-22"
"National Capital Region","2016-23"
"National Capital Region","2016-24"
"National Capital Region","2016-25"
"National Capital Region","2016-26"
"National Capital Region","2016-27"
"National Capital Region","2016-28"
"National Capital Region","2016-29"
"National Capital Region","2016-30"
"National Capital Region","2016-31"
"National Capital Region","2016-32"
"National Capital Region","2016-33"
"National Capital Region","2016-34"
"National Capital Region","2016-35"
"National Capital Region","2016-36"
"National Capital Region","2016-37"
"National Capital Region","2016-38"
"National Capital Region","2016-39"
"National Capital Region","2016-40"
"National Capital Region","2016-41"
"National Capital Region","2016-42"
"National Capital Region","2016-43"
"National Capital Region","2016-44"
"National Capital Region","2016-45"
"National Capital Region","2016-46"
"National Capital Region","2016-47"
"National Capital Region","2016-48"
"National Capital Region","2016-49"
"National Capital Region","2016-50"
"National Capital Region","2016-51"
"National Capital Region","2016-52"
"National Capital Region","2017-01"
"National Capital Region","2017-02"
"National Capital Region","2017-03"
"National Capital Region","2017-04"
"National Capital Region","2017-05"
"National Capital Region","2017-06"
"National Capital Region","2017-07"
"National Capital Region","2017-08"
"National Capital Region","2017-09"
"National Capital Region","2017-10"
"National Capital Region","2017-11"
"National Capital Region","2017-12"
"National Capital Region","2017-13"
"National Capital Region","2017-14"
"National Capital Region","2017-15"
"National Capital Region","2017-16"
"National Capital Region","2017-17"
"National Capital Region","2017-18"
"National Capital Region","2017-19"
"National Capital Region","2017-20"
"National Capital Region","2017-21"
"National Capital Region","2017-22"
"National Capital Region","2017-23"
"National Capital Region","2017-24"
"National Capital Region","2017-25"
"National Capital Region","2017-26"
"National Capital Region","2017-27"
"National Capital Region","2017-28"
"National Capital Region","2017-29"
"National Capital Region","2017-30"
"National Capital Region","2017-31"
"National Capital Region","2017-32"
"National Capital Region","2017-33"
"National Capital Region","2017-34"
"National Capital Region","2017-35"
"National Capital Region","2017-36"
"National Capital Region","2017-37"
"National Capital Region","2017-38"
"National Capital Region","2017-39"
"National Capital Region","2017-40"
"National Capital Region","2017-41"
"Agusan del Norte","2016-19"
"Agusan del Norte","2016-20"
"Agusan del Norte","2016-21"
"Agusan del Norte","2016-22"
"Agusan del Norte","2016-23"
"Agusan del Norte","2016-24"
"Agusan del Norte","2016-25"
"Agusan del Norte","2016-26"
"Agusan del Norte","2016-27"
"Agusan del Norte","2016-28"
"Agusan del Norte","2016-29"
"Agusan del Norte","2016-30"
"Agusan del Norte","2016-31"
"Agusan del Norte","2016-32"
"Agusan del Norte","2016-33"
"Agusan del Norte","2016-34"
"Agusan del Norte","2016-35"
"Agusan del Norte","2016-36"
"Agusan del Norte","2016-37"
"Agusan del Norte","2016-38"
"Agusan del Norte","2016-39"
"Agusan del Norte","2016-40"
"Agusan del Norte","2016-41"
"Agusan del Norte","2016-42"
"Agusan del Norte","2016-43"
"Agusan del Norte","2016-44"
"Agusan del Norte","2016-45"
"Agusan del Norte","2016-46"
"Agusan del Norte","2016-47"
"Agusan del Norte","2016-48"
"Agusan del Norte","2016-49"
"Agusan del Norte","2016-50"
"Agusan del Norte","2016-51"
"Agusan del Norte","2016-52"
"Agusan del Norte","2017-01"
"Agusan del Norte","2017-02"
"Agusan del Norte","2017-03"
"Agusan del Norte","2017-04"
"Agusan del Norte","2017-05"
"Agusan del Norte","2017-06"
"Agusan del Norte","2017-07"
"Agusan del Norte","2017-08"
"Agusan del Norte","2017-09"
"Agusan del Norte","2017-10"
"Agusan del Norte","2017-11"
"Agusan del Norte","2017-12"
"Agusan del Norte","2017-13"
"Agusan del Norte","2017-14"
"Agusan del Norte","2017-15"
"Agusan del Norte","2017-16"
"Agusan del Norte","2018-35"
"Agusan del Norte","2018-36"
"Agusan del Norte","2018-37"
"Agusan del Norte","2018-38"
"Agusan del Norte","2018-39"
"Agusan del Norte","2018-40"
"Agusan del Sur","2016-19"
"Agusan del Sur","2016-20"
"Agusan del Sur","2016-21"
"Agusan del Sur","2016-22"
"Agusan del Sur","2016-23"
"Agusan del Sur","2016-24"
"Agusan del Sur","2016-25"
"Agusan del Sur","2016-26"
"Agusan del Sur","2016-27"
"Agusan del Sur","2016-28"
"Agusan del Sur","2016-29"
"Agusan del Sur","2016-30"
"Agusan del Sur","2016-31"
"Agusan del Sur","2016-32"
"Agusan del Sur","2016-33"
"Agusan del Sur","2016-34"
"Agusan del Sur","2016-35"
"Agusan del Sur","2016-36"
"Agusan del Sur","2016-37"
"Agusan del Sur","2016-38"
"Agusan del Sur","2016-39"
"Agusan del Sur","2016-40"
"Agusan del Sur","2016-41"
"Agusan del Sur","2016-42"
"Agusan del Sur","2016-43"
"Agusan del Sur","2016-44"
"Agusan del Sur","2016-45"
"Agusan del Sur","2016-46"
"Agusan del Sur","2016-47"
"Agusan del Sur","2016-48"
"Agusan del Sur","2016-49"
"Surigao del Norte","2016-37"
"Surigao del Norte","2016-38"
"Surigao del Norte","2016-39"
"Surigao del Norte","2016-40"
"Surigao del Norte","2016-41"
"Surigao del Norte","2016-42"
"Surigao del Norte","2016-43"
"Surigao del Norte","2016-44"
"Surigao del Norte","2016-45"
"Surigao del Norte","2016-46"
"Surigao del Norte","2016-47"
"Surigao del Norte","2016-48"
"Surigao del Norte","2016-49"
"Surigao del Norte","2016-50"
"Surigao del Norte","2016-51"
"Surigao del Norte","2016-52"
"Surigao del Norte","2017-01"
"Surigao del Norte","2017-02"
"Surigao del Norte","2017-03"
"Surigao del Norte","2017-04"
"Surigao del Norte","2017-05"
"Surigao del Norte","2017-06"
"Surigao del Norte","2017-07"
"Surigao del Norte","2017-08"
"Surigao del Norte","2017-09"
"Surigao del Norte","2017-10"
"Surigao del Norte","2017-11"
"Surigao del Norte","2017-12"
"Surigao del Norte","2017-13"
"Surigao del Norte","2017-14"
"Surigao del Norte","2017-15"
"Surigao del Norte","2017-16"
"Surigao del Norte","2017-17"
"Surigao del Norte","2017-18"
"Surigao del Norte","2017-19"
"Surigao del Norte","2017-20"
"Surigao del Norte","2017-21"
"Surigao del Norte","2017-22"
"Oriental Mindoro","2016-19"
"Oriental Mindoro","2016-20"
"Oriental Mindoro","2016-21"
"Oriental Mindoro","2016-22"
"Oriental Mindoro","2016-23"
"Oriental Mindoro","2016-24"
"Oriental Mindoro","2016-25"
"Oriental Mindoro","2016-26"
"Oriental Mindoro","2016-27"
"Oriental Mindoro","2016-28"
"Oriental Mindoro","2016-29"
"Oriental Mindoro","2016-30"
"Oriental Mindoro","2016-31"
"Oriental Mindoro","2016-32"
